,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
79,Building Products,"BECO Holding Company, Inc.#+One stop",One stop,L + 5.50(b),6.51,11/2028,7576.0,7505.0,0.3,7576.0
80,Building Products,"BECO Holding Company, Inc.+(5)",One stop,L + 5.50,N/A(6),11/2027,0.0,,0.0,0.0
81,Building Products,"BECO Holding Company, Inc.+(5)",One stop,L + 5.50,N/A(6),11/2028,0.0,,0.0,0.0
82,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b),5.50,03/2024,4127.0,4128.0,0.2,4127.0
83,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(a)(b),5.50,03/2024,1396.0,1415.0,0.1,1396.0
84,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b),5.50,03/2024,899.0,907.0,0.0,899.0
85,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b),5.50,03/2024,848.0,842.0,0.0,848.0
86,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b),5.50,03/2024,432.0,440.0,0.0,432.0
87,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b),5.50,03/2024,275.0,277.0,0.0,275.0
88,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b),5.50,03/2024,215.0,215.0,0.0,215.0
89,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(b),5.50,03/2024,115.0,115.0,0.0,115.0
90,Building Products,"Jensen Hughes, Inc.+(5)",Senior loan,L + 4.50,N/A(6),03/2024,0.0,,0.0,0.0
91,Chemicals,Chemicals,Senior loan,,,,,,,
92,Chemicals,Inhance Technologies Holdings LLC#+One stop,Senior loan,L + 6.00(b),7.00,07/2024,12509.0,12583.0,0.5,12509.0
93,Chemicals,Inhance Technologies Holdings LLC+One stop,Senior loan,L + 6.00(b),7.00,07/2024,9963.0,9875.0,0.4,9963.0
94,Chemicals,Inhance Technologies Holdings LLC+One stop,Senior loan,L + 6.00(b),7.00,07/2024,1900.0,1894.0,0.1,1900.0
95,Chemicals,Inhance Technologies Holdings LLC+One stop,Senior loan,L + 6.00(b),7.00,07/2024,43.0,43.0,0.0,43.0
96,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,E + 6.25(g),6.25,09/2028,36686.0,36090.0,1.3,35059.0
97,Chemicals,PHM NL SP Bidco B.V.+(8)(14),One stop,L + 6.25(c),6.75,09/2028,13766.0,13542.0,0.5,13766.0
98,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,SN + 6.25(k),6.94,09/2028,7942.0,7912.0,0.3,7897.0
99,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,E + 6.25(g),6.25,09/2028,3779.0,3704.0,0.1,3706.0
100,Commercial Services & Supplies,Commercial Services & Supplies,One stop,,,,,,,
101,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+One stop",One stop,L + 5.50(b),6.51,10/2028,15665.0,15451.0,0.6,15665.0
102,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,L + 5.50,N/A(6),10/2028,0.0,,0.0,0.0
103,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,L + 5.50,N/A(6),10/2028,0.0,,0.0,0.0
104,Commercial Services & Supplies,"EGD Security Systems, LLC *#+One stop",One stop,L + 5.75(b),6.76,12/2028,52537.0,52035.0,2.0,52537.0
105,Commercial Services & Supplies,"EGD Security Systems, LLC +One stop",One stop,L + 5.75(b),6.50,12/2028,280.0,277.0,0.0,280.0
106,Commercial Services & Supplies,"EGD Security Systems, LLC +One stop",One stop,L + 5.75(b),6.75,12/2027,85.0,80.0,0.0,85.0
107,Commercial Services & Supplies,"EGD Security Systems, LLC +(5)",One stop,L + 5.75,N/A(6),12/2028,0.0,,0.0,0.0
108,Commercial Services & Supplies,Hydraulic Authority III Limited+~(8)(9)(10),One stop,SN + 5.50(k),6.22,11/2025,10967.0,11114.0,0.5,11443.0
109,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10),One stop,No Value,11.00 PIK,11/2028,248.0,252.0,0.0,255.0
110,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10),One stop,SN + 5.50,N/A(6),11/2025,0.0,0.0,0.0,0.0
111,Commercial Services & Supplies,"North Haven Stack Buyer, LLC*+One stop",One stop,L + 5.50(b),6.50,07/2027,8811.0,8655.0,0.3,8811.0
112,Commercial Services & Supplies - (continued),Commercial Services & Supplies - (continued),One stop,,,,,,,
113,Commercial Services & Supplies - (continued),"North Haven Stack Buyer, LLC+One stop",One stop,L + 5.50(b),6.50,07/2027,694.0,634.0,0.0,694.0
114,Commercial Services & Supplies - (continued),"North Haven Stack Buyer, LLC+One stop",One stop,L + 5.50(a),6.50,07/2027,13.0,11.0,0.0,13.0
115,Commercial Services & Supplies - (continued),"OVG Business Services, LLC+One stop",One stop,L + 6.25(b),7.25,11/2028,1809.0,1770.0,0.1,1754.0
116,Commercial Services & Supplies - (continued),"OVG Business Services, LLC+(5)",One stop,L + 5.50,N/A(6),11/2026,0.0,0.0,0.0,
117,Commercial Services & Supplies - (continued),Profile Products LLC+One stop,One stop,L + 5.50(b),6.25,11/2027,4995.0,4901.0,0.2,4995.0
118,Commercial Services & Supplies - (continued),Profile Products LLC+(8),One stop,L + 5.50(b),6.25,11/2027,1295.0,1271.0,0.0,1295.0
119,Commercial Services & Supplies - (continued),Profile Products LLC+One stop,One stop,P + 4.50(e),8.00,11/2027,6.0,5.0,0.0,6.0
120,Commercial Services & Supplies - (continued),Profile Products LLC+(5),One stop,L + 5.50,N/A(6),11/2027,0.0,,0.0,0.0
121,Commercial Services & Supplies - (continued),Profile Products LLC+(5),One stop,L + 5.50,N/A(6),11/2027,0.0,,0.0,0.0
122,Commercial Services & Supplies - (continued),"PT Intermediate Holdings III, LLC+~",One stop,L + 5.50(b),6.51,11/2028,29672.0,29117.0,1.2,29672.0
123,Commercial Services & Supplies - (continued),"PT Intermediate Holdings III, LLC+One stop",One stop,L + 5.50(b),6.51,11/2028,20978.0,20769.0,0.8,20978.0
124,Commercial Services & Supplies - (continued),"PT Intermediate Holdings III, LLC+One stop",One stop,L + 5.50(b),6.51,11/2028,9950.0,9814.0,0.4,9950.0
125,Commercial Services & Supplies - (continued),"Radwell International, LLC+One stop",One stop,L + 5.25(b),6.00,07/2027,3899.0,3887.0,0.1,3899.0
126,Commercial Services & Supplies - (continued),"Radwell International, LLC+One stop",One stop,L + 5.25(b),6.05,07/2027,55.0,55.0,0.0,55.0
127,Commercial Services & Supplies - (continued),"Radwell International, LLC+One stop",One stop,L + 5.50,N/A(6),07/2027,0.0,0.0,0.0,0.0
128,Commercial Services & Supplies - (continued),Trinity Air Consultants Holdings Corporation+One stop,One stop,L + 5.25(b),6.00,06/2027,2458.0,2415.0,0.1,2458.0
129,Commercial Services & Supplies - (continued),Trinity Air Consultants Holdings Corporation+One stop,One stop,L + 5.25(b)(c),6.15,06/2027,21.0,21.0,0.0,21.0
130,Commercial Services & Supplies - (continued),Trinity Air Consultants Holdings Corporation+One stop,One stop,L + 5.25,N/A(6),06/2027,0.0,0.0,0.0,0.0
131,Commercial Services & Supplies - (continued),WRE Holding Corp.*#,Senior loan,SF + 5.25(m)(n),6.25,01/2025,2241.0,2243.0,0.1,2241.0
132,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,SF + 5.25(m)(n),6.25,01/2025,925.0,930.0,0.1,925.0
133,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,SF + 5.25(m)(n),6.25,01/2025,678.0,675.0,0.0,678.0
134,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,SF + 5.25(m)(n),6.25,01/2025,402.0,399.0,0.0,402.0
135,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,SF + 5.25(m)(n),6.25,01/2025,129.0,132.0,0.0,129.0
136,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,SF + 5.25(e)(n),6.56,01/2025,34.0,34.0,0.0,34.0
137,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,SF + 5.25(m)(n),6.25,01/2025,23.0,23.0,0.0,23.0
138,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,SF + 5.25(n),6.25,01/2025,6.0,4.0,0.0,6.0
139,Communications Equipment,Communications Equipment,Senior loan,,,,,,,
140,Communications Equipment,Lightning Finco Limited+(8)(10),One stop,L + 5.75(c),6.50,09/2028,10349.0,10159.0,0.4,10349.0
141,Communications Equipment,Lightning Finco Limited+(8)(9)(10),One stop,E + 5.75(g),6.50,09/2028,1262.0,1239.0,0.0,1175.0
142,Containers and Packaging,Containers and Packaging,One stop,,,,,,,
143,Containers and Packaging,AmerCareRoyal LLC+Senior loan,One stop,L + 9.00(a),6.00 cash/4.00 PIK,11/2025,778.0,767.0,0.0,778.0
144,Containers and Packaging,AmerCareRoyal LLC+Senior loan,One stop,L + 9.00(a),6.00 cash/4.00 PIK,11/2025,166.0,164.0,0.0,166.0
145,Containers and Packaging,AmerCareRoyal LLC+Senior loan,One stop,L + 9.00(a),6.00 cash/4.00 PIK,11/2025,161.0,159.0,0.0,161.0
146,Containers and Packaging,AmerCareRoyal LLC+(8),Senior loan,L + 9.00(a),6.00 cash/4.00 PIK,11/2025,144.0,142.0,0.0,144.0
147,Containers and Packaging,Chase Intermediate+One stop,Senior loan,L + 5.50(b)(c),6.25,10/2028,3785.0,3757.0,0.2,3785.0
148,Containers and Packaging,Chase Intermediate+(5),One stop,L + 5.50,N/A(6),10/2028,0.0,,0.0,0.0
149,Containers and Packaging,Chase Intermediate+(5),One stop,L + 5.50,N/A(6),10/2028,0.0,,0.0,0.0
150,Containers and Packaging,Chase Intermediate+One stop,One stop,L + 5.50,N/A(6),10/2028,0.0,0.0,0.0,0.0
151,Containers and Packaging,Fortis Solutions Group LLC*#+One stop,One stop,L + 5.50(b),6.51,10/2028,24841.0,24376.0,0.9,24841.0
152,Containers and Packaging,Fortis Solutions Group LLC+(5),One stop,L + 5.50,N/A(6),10/2027,0.0,,0.0,0.0
153,Containers and Packaging,Fortis Solutions Group LLC+(5),One stop,L + 5.50,N/A(6),10/2028,0.0,,0.0,0.0
154,Distributors,Distributors,One stop,,,,,,,
155,Distributors,"PetroChoice Holdings, Inc.#+Senior loan",One stop,L + 5.00(b),6.00,08/2022,3224.0,3225.0,0.2,3054.0
156,Distributors,WSC Holdings Midco LLC+Senior loan,One stop,L + 4.50(a),5.50,07/2027,2976.0,2950.0,0.1,2976.0
157,Distributors,WSC Holdings Midco LLC+Senior loan,One stop,L + 4.50(b),5.50,07/2027,868.0,852.0,0.0,868.0
158,Distributors,WSC Holdings Midco LLC+Senior loan,One stop,L + 4.50,N/A(6),07/2027,0.0,0.0,0.0,0.0
159,Diversified Consumer Services,Diversified Consumer Services,One stop,,,,,,,
160,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF + 6.25(n),7.05,02/2026,1597.0,1564.0,0.2,1597.0
161,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF + 6.25(n),7.00,02/2026,1527.0,1477.0,0.1,1527.0
162,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF + 6.25(n)(o),7.56,02/2026,1080.0,1069.0,0.0,1080.0
163,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF + 6.25(n),7.05,02/2026,757.0,740.0,0.0,757.0
164,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF + 6.25(n),7.05,02/2026,667.0,630.0,0.0,667.0
165,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF + 6.25(o),7.50,02/2026,650.0,645.0,0.0,650.0
166,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF + 6.25(o),7.57,02/2026,384.0,374.0,0.0,384.0
167,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF + 6.25(n),7.00,02/2026,240.0,223.0,0.0,240.0
168,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF + 6.25(n),7.05,02/2026,131.0,101.0,0.0,131.0
169,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF + 6.25(o),7.57,02/2026,55.0,49.0,0.0,55.0
170,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,P + 5.25(e),8.75,02/2026,24.0,23.0,0.0,24.0
171,Diversified Consumer Services,"Certus Pest, Inc.+(5)",One stop,L + 6.25,N/A(6),02/2026,0.0,,0.0,0.0
172,Diversified Consumer Services,"Certus Pest, Inc.+(5)",One stop,L + 6.25,N/A(6),02/2026,0.0,,0.0,0.0
173,Diversified Consumer Services,"CHHJ Midco, LLC#",Senior loan,L + 5.00(b),6.01,01/2026,2737.0,2716.0,0.1,2737.0
174,Diversified Consumer Services,"CHHJ Midco, LLC+Senior loan",Senior loan,L + 5.00(b),6.01,01/2026,4.0,4.0,0.0,4.0
175,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50(b),5.50,07/2027,1721.0,1706.0,0.1,1721.0
176,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50(a),5.50,07/2027,1677.0,1654.0,0.1,1677.0
177,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50(a)(b),5.50,07/2027,1099.0,1086.0,0.0,1099.0
178,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50(b),5.50,07/2027,777.0,767.0,0.0,777.0
179,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50(a)(b),5.50,07/2027,200.0,197.0,0.0,200.0
180,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50(b)(e),5.50,07/2027,18.0,17.0,0.0,18.0
181,Diversified Consumer Services,"EMS LINQ, LLC+One stop",Senior loan,L + 6.25(b),7.26,12/2027,9591.0,9500.0,0.4,9591.0
182,Diversified Consumer Services,"EMS LINQ, LLC+(5)",One stop,L + 6.25,N/A(6),12/2027,0.0,,0.0,0.0
183,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,L + 7.50(b),6.51 cash/2.00 PIK,03/2026,926.0,915.0,0.0,898.0
184,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,L + 7.50(b),6.51 cash/2.00 PIK,03/2026,61.0,60.0,0.0,60.0
185,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,L + 7.50(b),6.51 cash/2.00 PIK,03/2026,19.0,18.0,0.0,18.0
186,Diversified Consumer Services,Excelligence Learning Corporation#+One stop,One stop,L + 6.00(b),7.01,04/2023,10802.0,10699.0,0.4,10802.0
187,Diversified Consumer Services,"Flores & Associates, LLC+One stop",One stop,L + 5.25(b),6.26,04/2027,3759.0,3687.0,0.2,3759.0
188,Diversified Consumer Services,"Flores & Associates, LLC+One stop",One stop,L + 5.25(b),6.26,04/2027,1584.0,1565.0,0.1,1584.0
189,Diversified Consumer Services,"Flores & Associates, LLC+One stop",One stop,L + 5.25(b),6.26,04/2027,838.0,829.0,0.0,838.0
190,Diversified Consumer Services,"Flores & Associates, LLC+One stop",One stop,L + 5.25(b),6.26,04/2027,773.0,765.0,0.0,773.0
191,Diversified Consumer Services,"Flores & Associates, LLC+(5)",One stop,L + 5.25,N/A(6),04/2027,0.0,,0.0,0.0
192,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,L + 6.00(a),7.00,03/2027,9144.0,8994.0,0.3,9144.0
193,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,L + 6.00(a),7.00,03/2027,228.0,216.0,0.0,228.0
194,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,P + 5.00(a)(e),8.39,03/2027,34.0,33.0,0.0,34.0
195,Diversified Consumer Services,FSS Buyer LLC+One stop,One stop,L + 5.75(b),6.50,08/2028,5519.0,5418.0,0.2,5519.0
196,Diversified Consumer Services,FSS Buyer LLC+(5),One stop,L + 5.75,N/A(6),08/2027,0.0,,0.0,0.0
197,Diversified Consumer Services,"Learn-it Systems, LLC+Senior loan",One stop,L + 4.75(b),5.75,03/2025,2509.0,2539.0,0.1,2459.0
198,Diversified Consumer Services,"Learn-it Systems, LLC+Senior loan",One stop,L + 4.75(b),5.76,03/2025,1350.0,1347.0,0.1,1323.0
199,Diversified Consumer Services,"Learn-it Systems, LLC+Senior loan",One stop,L + 4.75(b),5.75,03/2025,609.0,598.0,0.0,581.0
200,Diversified Consumer Services,"Learn-it Systems, LLC+Senior loan",One stop,L + 4.75(b),5.76,03/2025,33.0,33.0,0.0,32.0
201,Diversified Consumer Services - (continued),Diversified Consumer Services - (continued),One stop,,,,,,,
202,Diversified Consumer Services - (continued),"Liminex, Inc.+~",One stop,L + 7.25(b),8.26,11/2026,25462.0,25089.0,1.0,25462.0
203,Diversified Consumer Services - (continued),"Liminex, Inc.+One stop",One stop,L + 7.25(b),8.26,11/2026,800.0,793.0,0.0,800.0
204,Diversified Consumer Services - (continued),"Liminex, Inc.+(5)",One stop,L + 7.25,N/A(6),11/2026,0.0,,0.0,0.0
