,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
78,Chemicals,PHM NL SP Bidco B.V.(5)(8)(9)(14),One stop,E + 6.25,N/A(6),10/2028,0,,,(178),,,0,,(178),,,
79,Commercial Services & Supplies,Commercial Services & Supplies,One stop,,,,,,,,,,,,,,,
80,Commercial Services & Supplies,"EGD Security Systems, LLC*#+One stop",One stop,L + 5.65(c),6.65,06/2023,30092,,,30317,,,1.2,,30092,,,
81,Commercial Services & Supplies,"EGD Security Systems, LLC+One stop",One stop,L + 5.65(c),6.65,06/2023,1687,,,1676,,,0.1,,1687,,,
82,Commercial Services & Supplies,"EGD Security Systems, LLC*+One stop",One stop,L + 5.65(c),6.65,06/2023,1258,,,1257,,,0,,1258,,,
83,Commercial Services & Supplies,"EGD Security Systems, LLC+One stop",One stop,L + 5.65(c),6.65,06/2023,843,,,838,,,0,,843,,,
84,Commercial Services & Supplies,"EGD Security Systems, LLC+One stop",One stop,L + 5.65(c),6.65,06/2023,767,,,762,,,0,,767,,,
85,Commercial Services & Supplies,"EGD Security Systems, LLC#+One stop",One stop,L + 5.65(c),6.65,06/2023,644,,,656,,,0,,644,,,
86,Commercial Services & Supplies,"EGD Security Systems, LLC#+One stop",One stop,L + 5.65(c),6.65,06/2023,575,,,573,,,0,,575,,,
87,Commercial Services & Supplies,"EGD Security Systems, LLC+One stop",One stop,L + 5.65(c),6.65,06/2023,537,,,533,,,0,,537,,,
88,Commercial Services & Supplies,"EGD Security Systems, LLC+One stop",One stop,L + 5.65(c),6.65,06/2023,200,,,199,,,0,,200,,,
89,Commercial Services & Supplies,Hydraulic Authority III Limited+~(8)(9)(10),One stop,L + 5.75(i),6.75,11/2025,11024,,,11191,,,0.5,,11795,,,
90,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10),One stop,No Value,11.00 PIK,11/2028,222,,,225,,,0,,236,,,
91,Commercial Services & Supplies - (continued),Commercial Services & Supplies - (continued),One stop,,,,,,,,,,,,,,,
92,Commercial Services & Supplies - (continued),Hydraulic Authority III Limited+(8)(9)(10),One stop,L + 5.75,N/A(6),11/2025,,0,,,,0,,,0,,,0
93,Commercial Services & Supplies - (continued),"North Haven Stack Buyer, LLC",One stop,L + 5.50(c),6.50,07/2027,8855,,,8684,,,0.4,,8767,,,
94,Commercial Services & Supplies - (continued),"North Haven Stack Buyer, LLC+One stop",One stop,L + 5.50(c),6.50,07/2027,262,,,197,,,0,,195,,,
95,Commercial Services & Supplies - (continued),"North Haven Stack Buyer, LLC+One stop",One stop,L + 5.50(c),6.50,07/2027,11,,,10,,,0,,10,,,
96,Commercial Services & Supplies - (continued),"PT Intermediate Holdings III, LLC+~",One stop,L + 5.50(c),6.50,10/2025,29746,,,29432,,,1.2,,29746,,,
97,Commercial Services & Supplies - (continued),"PT Intermediate Holdings III, LLC+(5)",One stop,L + 5.50,N/A(6),10/2025,0,,,(3),,,0,,0,,,
98,Commercial Services & Supplies - (continued),"Radwell International, LLC+One stop",One stop,L + 5.50(c),6.25,07/2027,3919,,,3905,,,0.2,,3905,,,
99,Commercial Services & Supplies - (continued),"Radwell International, LLC+One stop",One stop,L + 5.50(c),6.25,07/2027,268,,,268,,,0,,268,,,
100,Commercial Services & Supplies - (continued),"Radwell International, LLC+One stop",One stop,L + 5.50(c),6.25,07/2027,128,,,128,,,0,,128,,,
101,Commercial Services & Supplies - (continued),Trinity Air Consultants Holdings Corporation+One stop,One stop,L + 5.25(a),6.00,06/2027,2458,,,2411,,,0.1,,2458,,,
102,Commercial Services & Supplies - (continued),Trinity Air Consultants Holdings Corporation+One stop,One stop,L + 5.25,N/A(6),06/2027,0,,,0,,,0,,0,,,
103,Commercial Services & Supplies - (continued),Trinity Air Consultants Holdings Corporation+(5),One stop,L + 5.25,N/A(6),06/2027,0,,,(1),,,0,,0,,,
104,Commercial Services & Supplies - (continued),WRE Holding Corp.*#,Senior loan,L + 5.50(b)(c),6.50,01/2023,2252,,,2273,,,0.1,,2252,,,
105,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50(b)(c),6.50,01/2023,930,,,946,,,0,,930,,,
106,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50(c),6.50,01/2023,682,,,681,,,0,,682,,,
107,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50(b)(c),6.50,01/2023,404,,,404,,,0,,404,,,
108,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50(c),6.50,01/2023,129,,,134,,,0,,129,,,
109,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50(a)(c)(f),6.50,01/2023,24,,,24,,,0,,24,,,
110,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50(b)(c),6.50,01/2023,23,,,23,,,0,,23,,,
111,Communications Equipment,Communications Equipment,Senior loan,,,,,,,,,,,,,,,
112,Communications Equipment,Lightning Finco Limited+(8)(10),One stop,L + 5.75(c),6.50,09/2028,10349,,,10145,,,0.4,,10142,,,
113,Communications Equipment,Lightning Finco Limited(8)(9)(10),One stop,E + 5.75(g),6.50,09/2028,1262,,,1237,,,0,,1205,,,
114,Construction & Engineering,Construction & Engineering,One stop,,,,,,,,,,,,,,,
115,Construction & Engineering,"Reladyne, Inc.*#+Senior loan",One stop,L + 5.00(c),6.00,07/2024,32522,,,32513,,,1.3,,32522,,,
116,Construction & Engineering,"Reladyne, Inc.+~",Senior loan,L + 5.00(c),6.00,07/2024,3447,,,3461,,,0.1,,3447,,,
117,Construction & Engineering,"Reladyne, Inc.+Senior loan",Senior loan,L + 5.00(c),6.00,07/2024,3369,,,3341,,,0.1,,3369,,,
118,Construction & Engineering,"Reladyne, Inc.+Senior loan",Senior loan,L + 5.00(c),6.00,07/2024,2729,,,2740,,,0.1,,2729,,,
119,Construction & Engineering,"Reladyne, Inc.*#+Senior loan",Senior loan,L + 5.00(c),6.00,07/2024,1866,,,1874,,,0.1,,1866,,,
120,Construction & Engineering,"Reladyne, Inc.#+~",Senior loan,L + 5.00(c),6.00,07/2024,1609,,,1615,,,0.1,,1609,,,
121,Construction & Engineering,"Reladyne, Inc.#+Senior loan",Senior loan,L + 5.00(c),6.00,07/2024,1529,,,1543,,,0.1,,1529,,,
122,Construction & Engineering,"Reladyne, Inc.#+~",Senior loan,L + 5.00(c),6.00,07/2024,733,,,736,,,0,,733,,,
123,Construction & Engineering,"Reladyne, Inc.+Senior loan",Senior loan,L + 5.00(c),6.00,07/2024,207,,,205,,,0,,207,,,
124,Containers and Packaging,Containers and Packaging,Senior loan,,,,,,,,,,,,,,,
125,Containers and Packaging,AmerCareRoyal LLC+Senior loan,Senior loan,L + 5.00(a),6.00,11/2025,813,,,808,,,0,,813,,,
126,Containers and Packaging,AmerCareRoyal LLC+Senior loan,Senior loan,L + 5.00(a),6.00,11/2025,168,,,166,,,0,,168,,,
127,Containers and Packaging,AmerCareRoyal LLC+Senior loan,Senior loan,L + 5.00(a),6.00,11/2025,163,,,161,,,0,,163,,,
128,Containers and Packaging,AmerCareRoyal LLC+(8),Senior loan,L + 5.00(a),6.00,11/2025,151,,,150,,,0,,151,,,
129,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.50(c),5.50,12/2023,4049,,,3983,,,0.2,,4049,,,
130,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.50(c),5.50,12/2023,2406,,,2366,,,0.1,,2406,,,
131,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.50(c),5.50,12/2023,1570,,,1558,,,0.1,,1570,,,
132,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.50(c),5.50,12/2023,624,,,619,,,0,,624,,,
133,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.50(c),5.50,12/2023,601,,,596,,,0,,601,,,
134,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.50,N/A(6),12/2023,0,,,0,,,0,,0,,,
135,Distributors,Distributors,Senior loan,,,,,,,,,,,,,,,
136,Distributors,"PetroChoice Holdings, Inc.#+Senior loan",Senior loan,L + 5.00(c),6.00,08/2022,,3241,,,,3245,,,0.1,,,3147
137,Distributors,WSC Holdings Midco LLC+Senior loan,Senior loan,L + 4.50(c),5.50,07/2027,2991,,,2962,,,0.1,,2961,,,
138,Distributors,WSC Holdings Midco LLC+(5),Senior loan,L + 4.50,N/A(6),07/2027,0,,,(1),,,0,,(1),,,
139,Distributors,WSC Holdings Midco LLC+(5),Senior loan,L + 4.50,N/A(6),07/2027,0,,,(17),,,0,,(18),,,
140,Diversified Consumer Services,Diversified Consumer Services,Senior loan,,,,,,,,,,,,,,,
141,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,1609,,,1576,,,0.1,,1609,,,
142,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,1527,,,1475,,,0.1,,1527,,,
143,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,1080,,,1070,,,0,,1080,,,
144,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,760,,,744,,,0,,760,,,
145,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,672,,,633,,,0,,672,,,
146,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),5.37,02/2026,386,,,376,,,0,,386,,,
147,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,242,,,224,,,0,,242,,,
148,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,132,,,98,,,0,,132,,,
149,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25,N/A(6),02/2026,0,,,0,,,0,,0,,,
150,Diversified Consumer Services,"Certus Pest, Inc.+(5)",One stop,L + 5.25,N/A(6),02/2026,0,,,(6),,,0,,0,,,
151,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,L + 5.25,N/A(6),02/2026,0,,,0,,,0,,0,,,
152,Diversified Consumer Services,"CHHJ Franchising, LLC#",Senior loan,L + 5.00(c),6.00,01/2026,2751,,,2727,,,0.1,,2751,,,
153,Diversified Consumer Services,"CHHJ Franchising, LLC+Senior loan",Senior loan,L + 5.00(c),6.00,01/2026,5,,,4,,,0,,5,,,
154,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50(c),5.50,07/2027,1721,,,1705,,,0.1,,1704,,,
155,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50(c),5.50,07/2027,1677,,,1652,,,0.1,,1652,,,
156,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50(c),5.50,07/2027,596,,,585,,,0,,579,,,
157,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50,N/A(6),07/2027,0,,,0,,,0,,0,,,
158,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior loan",Senior loan,L + 4.50,N/A(6),07/2027,0,,,0,,,0,,0,,,
159,Diversified Consumer Services - (continued),Diversified Consumer Services - (continued),Senior loan,,,,,,,,,,,,,,,
160,Diversified Consumer Services - (continued),EWC Growth Partners LLC,One stop,L + 7.50(c),6.50 cash/2.00 PIK,03/2026,,922,,,,908,,,0,,,875
161,Diversified Consumer Services - (continued),EWC Growth Partners LLC+One stop,One stop,L + 7.50(c),6.50 cash/2.00 PIK,03/2026,30,,,29,,,0,,29,,,
162,Diversified Consumer Services - (continued),EWC Growth Partners LLC+One stop,One stop,L + 7.50(c),6.50 cash/2.00 PIK,03/2026,18,,,18,,,0,,17,,,
163,Diversified Consumer Services - (continued),Excelligence Learning Corporation#+One stop,One stop,L + 6.50(c),5.50 cash/2.00 PIK,04/2023,10766,,,10612,,,0.4,,10335,,,
164,Diversified Consumer Services - (continued),"Flores & Associates, LLC",One stop,L + 4.75(c),5.75,04/2027,3778,,,3699,,,0.2,,3778,,,
165,Diversified Consumer Services - (continued),"Flores & Associates, LLC+One stop",One stop,L + 4.75(b)(c),5.75,04/2027,843,,,833,,,0,,843,,,
166,Diversified Consumer Services - (continued),"Flores & Associates, LLC+One stop",One stop,L + 4.75(c),5.75,04/2027,777,,,768,,,0,,777,,,
167,Diversified Consumer Services - (continued),"Flores & Associates, LLC+(5)",One stop,L + 4.75,N/A(6),04/2027,0,,,(1),,,0,,0,,,
168,Diversified Consumer Services - (continued),FSS Buyer LLC+One stop,One stop,L + 5.75(c),6.50,08/2028,5547,,,5437,,,0.2,,5436,,,
169,Diversified Consumer Services - (continued),FSS Buyer LLC+One stop,One stop,L + 5.75(c),6.50,08/2027,17,,,16,,,0,,16,,,
170,Diversified Consumer Services - (continued),"Learn-it Systems, LLC+Senior loan",One stop,L + 4.50(c),5.50,03/2025,2523,,,2557,,,0.1,,2518,,,
171,Diversified Consumer Services - (continued),"Learn-it Systems, LLC+Senior loan",One stop,L + 4.50(c),5.50,03/2025,1357,,,1354,,,0.1,,1355,,,
172,Diversified Consumer Services - (continued),"Learn-it Systems, LLC+Senior loan",One stop,L + 4.50(b),5.50,03/2025,8,,,9,,,0,,8,,,
173,Diversified Consumer Services - (continued),"Learn-it Systems, LLC+(5)",Senior loan,L + 4.75,N/A(6),03/2025,0,,,(12),,,0,,8,,,
174,Diversified Consumer Services - (continued),"Liminex, Inc.~",One stop,L + 7.25(c),8.25,11/2026,25462,,,25049,,,1.0,,25462,,,
175,Diversified Consumer Services - (continued),"Liminex, Inc.+One stop",One stop,L + 7.25(c),8.25,11/2026,800,,,792,,,0,,800,,,
176,Diversified Consumer Services - (continued),"Liminex, Inc.+(5)",One stop,L + 7.25,N/A(6),11/2026,0,,,(1),,,0,,0,,,
177,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 6.00(a),7.00,05/2026,4629,,,4577,,,0.2,,4653,,,
178,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 5.75(a),6.75,05/2026,3711,,,3729,,,0.1,,3694,,,
179,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 5.75(a),6.75,05/2026,696,,,716,,,0,,693,,,
180,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 5.75(a),6.75,05/2026,696,,,717,,,0,,693,,,
181,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 6.00(a),7.00,05/2026,145,,,140,,,0,,148,,,
182,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 5.75,N/A(6),05/2025,0,,,0,,,0,,0,,,
183,Diversified Consumer Services - (continued),"PADI Holdco, Inc.*#",One stop,L + 7.25(d),6.75 cash/1.50 PIK,04/2024,21666,,,21774,,,0.8,,19499,,,
184,Diversified Consumer Services - (continued),"PADI Holdco, Inc.+~(8)(9)",One stop,E + 7.25(g),5.75 cash/1.50 PIK,04/2024,20757,,,20973,,,0.8,,18759,,,
185,Diversified Consumer Services - (continued),"PADI Holdco, Inc.~",One stop,L + 7.25(c),6.75 cash/1.50 PIK,04/2024,812,,,807,,,0,,731,,,
186,Diversified Consumer Services - (continued),"PADI Holdco, Inc.+One stop",One stop,L + 7.25(c),6.75 cash/1.50 PIK,04/2024,168,,,167,,,0,,151,,,
187,Diversified Consumer Services - (continued),"PADI Holdco, Inc.+One stop",One stop,L + 7.25(c),6.75 cash/1.50 PIK,04/2023,108,,,108,,,0,,89,,,
188,Diversified Consumer Services - (continued),Provenance Buyer LLC+One stop,One stop,L + 5.50(c),6.25,06/2027,18464,,,18109,,,0.7,,18464,,,
189,Diversified Consumer Services - (continued),Provenance Buyer LLC+(5),One stop,L + 5.50,N/A(6),06/2027,0,,,(2),,,0,,0,,,
190,Diversified Consumer Services - (continued),Provenance Buyer LLC+(5),Senior loan,L + 5.50,N/A(6),06/2027,0,,,(3),,,0,,0,,,
191,Diversified Financial Services,Diversified Financial Services,Senior loan,,,,,,,,,,,,,,,
192,Diversified Financial Services,"AxiomSL Group, Inc.+One stop",Senior loan,L + 6.00(c),7.00,12/2027,4056,,,3978,,,0.2,,3975,,,
193,Diversified Financial Services,"AxiomSL Group, Inc.+One stop",Senior loan,L + 6.00,N/A(6),12/2027,0,,,0,,,0,,0,,,
194,Diversified Financial Services,"AxiomSL Group, Inc.+One stop",Senior loan,L + 6.00,N/A(6),12/2025,0,,,0,,,0,,0,,,
195,Diversified Financial Services,"Banker's Toolbox, Inc.+One stop",Senior loan,L + 5.50(c),6.25,07/2027,8098,,,8002,,,0.3,,8098,,,
196,Diversified Financial Services,"Banker's Toolbox, Inc.+One stop",Senior loan,L + 5.50,N/A(6),07/2027,0,,,0,,,0,,0,,,
197,Diversified Financial Services,"Banker's Toolbox, Inc.+One stop",Senior loan,L + 5.50,N/A(6),07/2027,0,,,0,,,0,,0,,,
198,Diversified Financial Services,"Higginbotham Insurance Agency, Inc.+One stop",Senior loan,L + 5.50(a),6.25,11/2026,3596,,,3550,,,0.1,,3596,,,
199,Diversified Financial Services,"Higginbotham Insurance Agency, Inc.+One stop",Senior loan,L + 5.50(a),6.25,11/2026,828,,,815,,,0,,828,,,
