,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
76,Diversified Conglomerate Service,"TA MHI Buyer, Inc.^",One stop,L + 6.50,7.50,09/2021,238,236,0,238
77,Diversified Conglomerate Service,"TA MHI Buyer, Inc. ^",One stop,L + 6.50,7.50,09/2021,667,661,0.1,667
78,Diversified Conglomerate Service,"Transaction Data Systems, Inc.  #",Senior loan,L + 5.25,6.25,06/2021,763,755,0.1,763
79,Diversified Conglomerate Service,"Trintech, Inc.  (4)",One stop,L + 6.00,N/A  (5),10/2021,0,(1,0,0
80,Diversified Conglomerate Service,"Trintech, Inc. *^#",One stop,L + 6.00,7.00,10/2021,10972,10848,1.3,10863
81,Diversified Conglomerate Service,"Vendavo, Inc.  (4)",One stop,L + 8.50,N/A  (5),10/2019,0,(10,0,0
82,Diversified Conglomerate Service,"Vendavo, Inc.",One stop,L + 8.50,9.50,10/2019,15501,15272,1.9,15501
83,Diversified Conglomerate Service,Vendor Credentialing Service LLC  (4),One stop,L + 6.00,N/A  (5),11/2021,0,(1,0,0
84,Diversified Conglomerate Service,Vendor Credentialing Service LLC,One stop,L + 6.00,7.00,11/2021,10220,9984,1.2,10220
85,Diversified Conglomerate Service,"Vitalyst, LLC",Senior loan,P + 4.25,7.75,09/2017,11,10,0,4
86,Diversified Conglomerate Service,"Vitalyst, LLC",Senior loan,L + 5.25,6.50,09/2017,1461,1455,0.2,1417
87,Diversified Conglomerate Service,"Workforce Software, LLC",One stop,L + 10.50,N/A  (5),06/2021,0,0,0,0
88,Diversified Conglomerate Service,"Workforce Software, LLC^",One stop,L + 10.50,4.50 cash/7.00 PIK,06/2021,4950,4913,0.6,4913
89,Electronics,Electronics,One stop,,,,,,,
90,Electronics,"Appriss Holdings, Inc.",Senior loan,L + 4.75,5.75,11/2020,1484,1452,0.2,1484
91,Electronics,"Appriss Holdings, Inc.  *#",Senior loan,L + 4.75,5.75,11/2020,20789,20556,2.5,20789
92,Electronics,"Compusearch Software Holdings, Inc.^",Senior loan,L + 4.50,5.50,05/2021,1311,1309,0.2,1311
93,Electronics,Diligent Corporation  (4),One stop,L + 6.75,N/A  (5),04/2022,0,(2,0,(2
94,Electronics,Diligent Corporation*,One stop,L + 6.75,7.75,04/2022,4900,4794,0.6,4827
95,Electronics,"ECI Acquisition Holdings, Inc.  (4)",One stop,L + 6.25,N/A  (5),03/2019,0,(10,0,0
96,Electronics,"ECI Acquisition Holdings, Inc.*  ^#",One stop,L + 6.25,7.25,03/2019,21723,21503,2.6,21723
97,Electronics,"ECI Acquisition Holdings, Inc.*",One stop,L + 6.25,7.25,03/2019,1406,1392,0.2,1406
98,Electronics,"Gamma Technologies, LLC  (4)",One stop,L + 5.50,N/A  (5),06/2021,0,(1,0,0
99,Electronics,"Gamma Technologies, LLC  ^#",One stop,L + 5.50,6.50,06/2021,18047,17897,2.2,18047
100,Electronics,Park Place Technologies LLC  (4),One stop,L + 5.25,N/A  (5),06/2022,0,(2,0,0
101,Electronics,Park Place Technologies LLC  *#,One stop,L + 5.25,6.25,06/2022,12497,12325,1.5,12497
102,Electronics,"Sloan Company, Inc., The  (4)",One stop,L + 8.50,N/A  (5),04/2020,0,(1,0,(4
103,Electronics,"Sloan Company, Inc., The  #",One stop,L + 8.50,9.25 cash/0.25 PIK,04/2020,7532,7423,0.9,7005
104,Electronics,Sovos Compliance  (4),One stop,L + 6.75,N/A  (5),03/2022,0,(1,0,0
105,Electronics,Sovos Compliance*,One stop,L + 6.75,7.75,03/2022,4918,4836,0.6,4918
106,Electronics,Sparta Holding Corporation  (4),One stop,L + 5.50,N/A  (5),07/2020,0,(26,0,0
107,Electronics,Sparta Holding Corporation*  ^#,One stop,L + 5.50,6.50,07/2020,22309,22118,2.7,22309
108,Electronics,Syncsort Incorporated  (4),One stop,L + 5.50,N/A  (5),11/2021,0,(2,0,0
109,Electronics,Syncsort Incorporated  *^#,One stop,L + 5.50,6.50,11/2021,16651,16351,2.0,16651
110,Electronics,"Systems Maintenance Services Holding, Inc.^",Senior loan,L + 4.00,5.00,10/2019,2603,2596,0.3,2603
111,Electronics,"Watchfire Enterprises, Inc.",Second lien,L + 8.00,9.00,10/2021,9435,9266,1.2,9435
112,Grocery,Grocery,Second lien,,,,,,,
113,Grocery,AG Kings Holdings Inc.^,One stop,L + 6.25,7.25,04/2020,689,679,0.1,689
114,Grocery,"MyWebGrocer, Inc.^",One stop,L + 8.75,10.00,05/2017,14271,14163,1.7,14271
115,Grocery,"Teasdale Quality Foods, Inc.  #",Senior loan,L + 4.75,5.75,10/2020,545,539,0.1,534
116,Grocery,"Teasdale Quality Foods, Inc.  #",Senior loan,P + 3.75,7.25,10/2020,735,720,0.1,720
117,"Healthcare, Education and Childcare","Healthcare, Education and Childcare",Senior loan,,,,,,,
118,"Healthcare, Education and Childcare","Active Day, Inc.  (4)",One stop,L + 6.00,N/A  (5),12/2021,0,(2,0,0
119,"Healthcare, Education and Childcare","Active Day, Inc.",One stop,L + 6.00,7.00,12/2021,13572,13234,1.7,13572
120,"Healthcare, Education and Childcare","Active Day, Inc.  (4)",One stop,L + 6.00,N/A  (5),12/2021,0,(38,0,0
121,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC  (4)",One stop,L + 5.75,N/A  (5),05/2022,0,(2,0,(1
122,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75,6.75,05/2022,21550,20917,2.6,21335
123,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC  (4)",One stop,L + 5.75,N/A  (5),05/2022,0,(5,0,(2
124,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75,6.75,05/2022,110,108,0,109
125,"Healthcare, Education and Childcare","Agilitas USA, Inc.^",Senior loan,L + 4.00,5.00,10/2020,2125,2110,0.3,2103
126,"Healthcare, Education and Childcare","Aris Teleradiology Company, LLC",Senior loan,L + 4.75,N/A  (5),03/2021,0,0,0,0
127,"Healthcare, Education and Childcare","Aris Teleradiology Company, LLC*",Senior loan,L + 4.75,5.75,03/2021,943,934,0.1,943
128,"Healthcare, Education and Childcare","Avalign Technologies, Inc.^",Senior loan,L + 4.50,5.50,07/2021,1136,1131,0.1,1136
129,"Healthcare, Education and Childcare","BIORECLAMATIONIVT, LLC  (4)",One stop,L + 6.25,N/A  (5),01/2021,0,(2,0,0
130,"Healthcare, Education and Childcare","BIORECLAMATIONIVT, LLC  *^#",One stop,L + 6.25,7.25,01/2021,14428,14200,1.8,14428
131,"Healthcare, Education and Childcare","California Cryobank, LLC",One stop,P + 4.25,7.75,08/2019,22,20,0,22
132,"Healthcare, Education and Childcare","California Cryobank, LLC^",One stop,L + 5.50,6.50,08/2019,1550,1541,0.2,1550
133,"Healthcare, Education and Childcare","California Cryobank, LLC",One stop,L + 5.50,6.50,08/2019,43,42,0,43
134,"Healthcare, Education and Childcare",Certara L.P.  (4),One stop,L + 6.25,N/A  (5),12/2018,0,(11,0,0
135,"Healthcare, Education and Childcare",Certara L.P.  *^#,One stop,L + 6.25,7.25,12/2018,29137,28921,3.6,29137
136,"Healthcare, Education and Childcare","CLP Healthcare Services, Inc.^",Senior loan,L + 5.25,6.25,12/2020,3974,3936,0.5,3974
137,"Healthcare, Education and Childcare","CPI Buyer, LLC (Cole-Parmer)*^",Senior loan,L + 4.50,5.50,08/2021,7760,7532,0.9,7606
138,"Healthcare, Education and Childcare",Curo Health Services LLC  #,Senior loan,L + 5.50,6.50,02/2022,1975,1959,0.2,1968
139,"Healthcare, Education and Childcare","DCA Investment Holding, LLC",One stop,P + 4.25,7.75,07/2021,797,782,0.1,797
140,"Healthcare, Education and Childcare","DCA Investment Holding, LLC  *^#",One stop,L + 5.25,6.25,07/2021,19015,18663,2.3,19015
141,"Healthcare, Education and Childcare","DCA Investment Holding, LLC  *^#",One stop,L + 5.25,6.25,07/2021,13638,13487,1.7,13638
142,"Healthcare, Education and Childcare",Deca Dental Management LLC,One stop,L + 6.25,7.25,07/2020,37,36,0,37
143,"Healthcare, Education and Childcare",Deca Dental Management LLC,One stop,L + 6.25,7.25,07/2020,506,496,0.1,506
144,"Healthcare, Education and Childcare",Deca Dental Management LLC*^,One stop,L + 6.25,7.25,07/2020,4158,4106,0.5,4158
145,"Healthcare, Education and Childcare",Delta Educational Systems  *(6),Senior loan,P + 4.75,8.25,12/2016,1438,1433,0,216
146,"Healthcare, Education and Childcare",Delta Educational Systems  (4)(6),Senior loan,L + 6.00,N/A  (5),12/2016,0,0,0,(60
147,"Healthcare, Education and Childcare",Dental Holdings Corporation,One stop,P + 4.25,7.75,02/2020,213,203,0,213
148,"Healthcare, Education and Childcare",Dental Holdings Corporation,One stop,L + 5.50,6.50,02/2020,7618,7490,0.9,7618
149,"Healthcare, Education and Childcare",Dental Holdings Corporation,One stop,L + 5.50,6.50,02/2020,731,718,0.1,731
150,"Healthcare, Education and Childcare","Encore GC Acquisition, LLC",Senior loan,P + 4.25,7.75,01/2020,165,158,0,165
151,"Healthcare, Education and Childcare","Encore GC Acquisition, LLC*^",Senior loan,L + 5.25,6.25,01/2020,4785,4723,0.6,4785
152,"Healthcare, Education and Childcare","eSolutions, Inc.  (4)",One stop,L + 6.50,N/A  (5),03/2022,0,(1,0,0
153,"Healthcare, Education and Childcare","eSolutions, Inc.",One stop,L + 6.50,7.50,03/2022,13108,12829,1.6,13108
154,"Healthcare, Education and Childcare","G & H Wire Company, Inc.",One stop,P + 4.50,8.00,12/2017,375,372,0.1,375
155,"Healthcare, Education and Childcare","G & H Wire Company, Inc.*^",One stop,L + 5.75,6.75,12/2017,13190,13133,1.6,13190
156,"Healthcare, Education and Childcare","Joerns Healthcare, LLC*^",One stop,L + 5.00,6.00,05/2020,3849,3809,0.5,3743
157,"Healthcare, Education and Childcare","Katena Holdings, Inc.  (4)",One stop,L + 6.25,N/A  (5),06/2021,0,(1,0,0
158,"Healthcare, Education and Childcare","Katena Holdings, Inc.^",One stop,L + 6.25,7.25,06/2021,8721,8645,1.1,8721
159,"Healthcare, Education and Childcare","Katena Holdings, Inc.  (4)",One stop,L + 6.25,N/A  (5),06/2021,0,(7,0,0
160,"Healthcare, Education and Childcare","Lombart Brothers, Inc.",One stop,L + 6.50,7.50,04/2022,16,15,0,16
161,"Healthcare, Education and Childcare","Lombart Brothers, Inc.",One stop,L + 6.50,7.50,04/2022,3517,3420,0.4,3464
162,"Healthcare, Education and Childcare","Maverick Healthcare Group, LLC*",Senior loan,L + 9.50,9.25 cash/2.00 PIK,04/2017,1921,1912,0.2,1921
163,"Healthcare, Education and Childcare","Oliver Street Dermatology Holdings, LLC  (4)",One stop,L + 6.50,N/A  (5),05/2022,0,(1,0,(1
164,"Healthcare, Education and Childcare","Oliver Street Dermatology Holdings, LLC",One stop,L + 6.50,7.50,05/2022,8626,8380,1.0,8497
165,"Healthcare, Education and Childcare","Oliver Street Dermatology Holdings, LLC  (4)",One stop,L + 6.50,N/A  (5),05/2022,0,(3,0,(2
166,"Healthcare, Education and Childcare","PPT Management, LLC",One stop,L + 5.00,6.00,04/2020,703,695,0.1,703
167,"Healthcare, Education and Childcare","PPT Management, LLC  #",One stop,L + 5.00,6.00,04/2020,2451,2429,0.3,2451
168,"Healthcare, Education and Childcare","PPT Management, LLC",One stop,L + 5.00,6.00,04/2020,933,924,0.1,933
169,"Healthcare, Education and Childcare",Premise Health Holding Corp.  (4),One stop,L + 4.50,N/A  (5),06/2020,0,(17,0,0
170,"Healthcare, Education and Childcare",Premise Health Holding Corp.  #,One stop,L + 4.50,5.50,06/2020,15000,14913,1.8,15000
171,"Healthcare, Education and Childcare","Pyramid Healthcare, Inc.  #",One stop,L + 5.75,6.75,08/2019,1488,1474,0.2,1488
172,"Healthcare, Education and Childcare","Radiology Partners, Inc.  (4)",One stop,L + 5.00,N/A  (5),09/2020,0,(3,0,0
173,"Healthcare, Education and Childcare","Radiology Partners, Inc.",One stop,L + 5.00,6.00,09/2020,9825,9686,1.2,9825
174,"Healthcare, Education and Childcare","Radiology Partners, Inc.",One stop,L + 5.00,6.00,09/2020,1112,1093,0.1,1112
175,"Healthcare, Education and Childcare","Reliant Pro ReHab, LLC",Senior loan,P + 4.00,7.50,12/2017,97,91,0,97
176,"Healthcare, Education and Childcare","Reliant Pro ReHab, LLC*",Senior loan,L + 5.00,6.00,12/2017,2564,2546,0.3,2564
177,"Healthcare, Education and Childcare",RXH Buyer Corporation,One stop,P + 4.75,8.25,09/2021,20,17,0,12
178,"Healthcare, Education and Childcare",RXH Buyer Corporation  (4),One stop,L + 5.75,N/A  (5),09/2021,0,(49,0,(113
179,"Healthcare, Education and Childcare",RXH Buyer Corporation*^,One stop,L + 5.75,6.75,09/2021,17480,17177,2.1,16780
180,"Healthcare, Education and Childcare",Southern Anesthesia and Surgical,One stop,L + 5.50,6.50,11/2017,631,627,0.1,631
181,"Healthcare, Education and Childcare",Southern Anesthesia and Surgical,One stop,L + 5.50,6.50,11/2017,5551,5508,0.7,5551
182,"Healthcare, Education and Childcare",Southern Anesthesia and Surgical^,One stop,L + 5.50,6.50,11/2017,2722,2704,0.3,2722
183,"Healthcare, Education and Childcare","Spear Education, LLC  (4)",One stop,L + 6.00,N/A  (5),08/2019,0,0,0,(1
184,"Healthcare, Education and Childcare","Spear Education, LLC  #",One stop,L + 6.00,7.00,08/2019,4744,4706,0.6,4697
185,"Healthcare, Education and Childcare","Spear Education, LLC",One stop,L + 6.00,7.00,08/2019,76,76,0,75
186,"Healthcare, Education and Childcare","Summit Behavioral Holdings I, LLC  (4)",One stop,L + 5.00,N/A  (5),06/2021,0,(1,0,0
187,"Healthcare, Education and Childcare","Summit Behavioral Holdings I, LLC*",One stop,L + 5.00,6.00,06/2021,4393,4338,0.5,4349
188,"Healthcare, Education and Childcare","Summit Behavioral Holdings I, LLC  (4)",One stop,L + 5.00,N/A  (5),06/2021,0,(2,0,(1
189,"Healthcare, Education and Childcare","Surgical Information Systems, LLC^",Senior loan,L + 3.00,4.00,09/2018,1728,1726,0.2,1728
190,"Healthcare, Education and Childcare","U.S. Anesthesia Partners, Inc.  #",One stop,L + 5.00,6.00,12/2019,5897,5878,0.7,5897
191,"Healthcare, Education and Childcare","Young Innovations, Inc.  *#",Senior loan,L + 4.25,5.25,01/2019,1737,1730,0.2,1737
192,"Healthcare, Education and Childcare","Young Innovations, Inc.",Senior loan,P + 3.25,6.75,01/2018,75,75,0,74
193,"Home and Office Furnishings, Housewares, and Durable Consumer","Home and Office Furnishings, Housewares, and Durable Consumer",Senior loan,,,,,,,
194,"Home and Office Furnishings, Housewares, and Durable Consumer",1A Smart Start LLC*,Senior loan,L + 4.75,5.75,02/2022,2121,2103,0.3,2116
195,"Home and Office Furnishings, Housewares, and Durable Consumer","Floor & Decor Outlets of America, Inc.*^",One stop,L + 6.50,7.75,05/2019,11044,10979,1.3,11044
196,"Home and Office Furnishings, Housewares, and Durable Consumer","Plano Molding Company, LLC  *^#",One stop,L + 6.00,7.00,05/2021,17979,17832,2.1,16901
197,"Hotels, Motels, Inns, and Gaming","Hotels, Motels, Inns, and Gaming",One stop,,,,,,,
198,"Hotels, Motels, Inns, and Gaming","Aimbridge Hospitality, LLC^",Senior loan,L + 4.50,5.75,10/2018,820,806,0.1,820
199,Insurance,Insurance,Senior loan,,,,,,,
200,Insurance,"Captive Resources Midco, LLC  (4)",One stop,L + 5.75,N/A  (5),06/2020,0,(19,0,0
201,Insurance,"Captive Resources Midco, LLC  (4)",One stop,L + 5.75,N/A  (5),06/2020,0,(17,0,0
202,Insurance,"Captive Resources Midco, LLC*  ^#",One stop,L + 5.75,6.75,06/2020,26193,25928,3.2,26193
203,Insurance,"Higginbotham Insurance Agency, Inc.*",Senior loan,L + 5.25,6.25,11/2021,1304,1292,0.1,1304
204,Insurance,"Internet Pipeline, Inc.  (4)",One stop,L + 7.25,N/A  (5),08/2021,0,(1,0,0
205,Insurance,"Internet Pipeline, Inc.",One stop,L + 7.25,8.25,08/2022,4923,4804,0.6,4923
206,Insurance,"RSC Acquisition, Inc.  #",Senior loan,L + 5.25,6.25,11/2022,631,625,0.1,631
207,"Leisure, Amusement, Motion Pictures and Entertainment","Leisure, Amusement, Motion Pictures and Entertainment",Senior loan,,,,,,,
208,"Leisure, Amusement, Motion Pictures and Entertainment","NFD Operating, LLC",One stop,L + 7.00,N/A  (5),06/2021,0,0,0,0
209,"Leisure, Amusement, Motion Pictures and Entertainment","NFD Operating, LLC*",One stop,L + 7.00,8.25,06/2021,2349,2314,0.3,2325
210,"Leisure, Amusement, Motion Pictures and Entertainment","NFD Operating, LLC  (4)",One stop,L + 7.00,N/A  (5),06/2021,0,(2,0,(1
211,"Leisure, Amusement, Motion Pictures and Entertainment","Self Esteem Brands, LLC  (4)",Senior loan,L + 4.00,N/A  (5),02/2020,0,(3,0,0
212,"Leisure, Amusement, Motion Pictures and Entertainment","Self Esteem Brands, LLC^",Senior loan,L + 4.00,5.00,02/2020,3287,3275,0.4,3287
213,"Leisure, Amusement, Motion Pictures and Entertainment","Teaching Company, The  (4)",One stop,L + 6.25,N/A  (5),08/2020,0,(1,0,0
214,"Leisure, Amusement, Motion Pictures and Entertainment","Teaching Company, The",One stop,L + 6.25,7.25,08/2020,18974,18738,2.3,18974
215,"Leisure, Amusement, Motion Pictures and Entertainment","Titan Fitness, LLC",One stop,L + 7.00,8.25,09/2019,1747,1732,0.2,1747
216,"Leisure, Amusement, Motion Pictures and Entertainment","Titan Fitness, LLC",One stop,L + 7.00,8.25,09/2019,582,543,0.1,582
217,"Leisure, Amusement, Motion Pictures and Entertainment","Titan Fitness, LLC",One stop,P + 5.75,9.25,09/2019,419,405,0,419
218,"Leisure, Amusement, Motion Pictures and Entertainment","Titan Fitness, LLC*",One stop,L + 7.00,8.25,09/2019,13257,13091,1.6,13257
219,"Mining, Steel, Iron and Non-Precious Metals","Mining, Steel, Iron and Non-Precious Metals",One stop,,,,,,,
220,"Mining, Steel, Iron and Non-Precious Metals","Benetech, Inc.",One stop,P + 7.75,11.25,10/2017,152,149,0,20
