,0,1,2,3,4,5,6,7,8,9
41,"Beverage, Food and Tobacco","First Watch Restaurants, Inc.*ˆ",One stop,L + 7.50,8.75,12/2018,11293.0,11165,1.5,11293
42,"Beverage, Food and Tobacco","First Watch Restaurants, Inc.*ˆ",One stop,P + 6.50,9.75,12/2018,3070.0,3035,0.4,3070
43,"Beverage, Food and Tobacco","First Watch Restaurants,  Inc.",One stop,L + 7.50,8.75,12/2018,1749.0,1744,0.2,1749
44,"Beverage, Food and Tobacco",IT’SUGAR LLC,Senior loan,L + 7.50,9.00,04/2018,7566.0,7456,1.0,7566
45,"Beverage, Food and Tobacco",IT’SUGAR LLC,Subordinated debt,No Value,5.00,10/2017,1707.0,1707,0.3,1833
46,"Beverage, Food and Tobacco",Julio & Sons Company,One stop,L + 5.50,6.50,09/2016,277.0,271,0.0,277
47,"Beverage, Food and Tobacco",Julio & Sons Company*,One stop,L + 5.50,6.50,09/2016,6978.0,6935,1.0,6978
48,"Beverage, Food and Tobacco",Julio & Sons Company  (3),One stop,L + 5.50,(4),09/2016,0.0,(26,0.0,0
49,"Beverage, Food and Tobacco","Northern Brewer, LLC",One stop,P + 9.25,8.50 cash/  4.00 PIK,02/2018,676.0,665,0.1,541
50,"Beverage, Food and Tobacco","Northern Brewer, LLC",One stop,P + 9.25,8.50 cash/  4.00 PIK,02/2018,6363.0,6244,0.7,5090
51,"Beverage, Food and Tobacco","Richelieu Foods, Inc.",Senior loan,P + 4.00,7.25,11/2015,101.0,96,0.0,101
52,"Beverage, Food and Tobacco","Richelieu Foods, Inc.*",Senior loan,L + 5.00,6.75,11/2015,1854.0,1839,0.3,1854
53,"Beverage, Food and Tobacco","Tate’s Bake Shop, Inc.  (3)",Senior loan,L + 4.75,(4),08/2019,0.0,(4,0.0,(4
54,"Beverage, Food and Tobacco","Tate’s Bake Shop, Inc.ˆ",Senior loan,L + 4.75,5.75,08/2019,3008.0,2978,0.4,2978
55,"Beverage, Food and Tobacco","Tate’s Bake Shop, Inc.  (3)",Senior loan,L + 4.75,(4),08/2019,0.0,(5,0.0,(6
56,"Beverage, Food and Tobacco",Uinta Brewing Company  (3),One stop,L + 6.00,(4),08/2019,0.0,(8,0.0,(8
57,"Beverage, Food and Tobacco",Uinta Brewing Companyˆ,One stop,L + 6.00,7.00,08/2019,3236.0,3204,0.4,3203
58,Building and Real Estate,"Brooks Equipment Company, LLC  (3)",One stop,L + 5.75,(4),08/2020,0.0,(20,0.0,(20
59,Building and Real Estate,"Brooks Equipment Company, LLC*ˆ",One stop,L + 5.75,6.75,08/2020,27150.0,26753,3.7,26946
60,Building and Real Estate,"ITEL Laboratories, Inc.  (3)",Senior loan,L + 4.75,(4),06/2018,0.0,(1,0.0,0
61,Building and Real Estate,"ITEL Laboratories, Inc.*",Senior loan,L + 4.75,6.00,06/2018,756.0,749,0.1,756
62,Cargo Transport,RP Crown Parent (RedPrairie Corp)*,Senior loan,L + 5.00,6.00,12/2018,1970.0,1942,0.3,1923
63,"Containers, Packaging and Glass",Fort Dearborn Company*,Senior loan,L + 4.25,5.25,10/2017,16.0,16,0.0,16
64,"Containers, Packaging and Glass",Fort Dearborn Company*ˆ,Senior loan,L + 4.25,5.25,10/2017,511.0,508,0.1,511
65,"Containers, Packaging and Glass",Fort Dearborn Company*,Senior loan,L + 4.75,5.75,10/2018,63.0,63,0.0,63
66,"Containers, Packaging and Glass",Fort Dearborn  Company*ˆ,Senior loan,L + 4.75,5.75,10/2018,2180.0,2168,0.3,2180
67,"Containers, Packaging and Glass","Packaging Coordinators, Inc.*ˆ",Senior loan,L + 4.25,5.25,08/2021,15000.0,14852,2.1,15032
68,"Containers, Packaging and Glass","Packaging Coordinators,  Inc.",Second lien,L + 8.00,9.00,08/2022,10000.0,9901,1.4,9950
69,Diversified Conglomerate Manufacturing,"Chase Industries, Inc.*ˆ",One stop,P + 4.50,7.75,09/2020,21037.0,20828,2.8,20827
70,Diversified Conglomerate Manufacturing,"Chase Industries, Inc.",One stop,P + 4.50,7.75,09/2020,277.0,255,0.0,255
71,Diversified Conglomerate Manufacturing,"Chase Industries, Inc.  (3)",One stop,L + 5.75,(4),09/2020,0.0,(48,0.0,(49
72,Diversified Conglomerate Manufacturing,ICCN Acquisition Corp.  (3),One stop,L + 5.25,(4),03/2019,0.0,(4,0.0,0
73,Diversified Conglomerate Manufacturing,ICCN Acquisition Corp.ˆ,One stop,L + 5.25,6.25,03/2019,3998.0,3936,0.5,3998
74,Diversified Conglomerate Manufacturing,ICCN Acquisition Corp.  (3),One stop,L + 5.25,(4),03/2019,0.0,(14,0.0,0
75,Diversified Conglomerate Manufacturing,"Metal Spinners, Inc.*",Senior loan,L + 7.50,9.00,04/2015,1294.0,1288,0.2,1294
76,Diversified Conglomerate Manufacturing,"Metal Spinners, Inc.*",Senior loan,L + 7.50,9.00,04/2015,2536.0,2524,0.3,2536
77,Diversified Conglomerate Manufacturing,Onicon Incorporated  (3),One stop,L + 4.50,(4),12/2017,0.0,(10,0.0,0
78,Diversified Conglomerate Manufacturing,Onicon Incorporated,One stop,L + 4.50,5.50,12/2017,3141.0,3100,0.4,3141
79,Diversified Conglomerate Manufacturing,"Pasternack Enterprises,  Inc.*",Senior loan,L + 5.00,6.25,12/2017,1126.0,1119,0.2,1126
80,Diversified Conglomerate Manufacturing,"Plex Systems, Inc.  (3)",Senior loan,L + 7.50,(4),06/2018,0.0,(26,0.0,0
81,Diversified Conglomerate Manufacturing,"Plex Systems, Inc.*ˆ",Senior loan,L + 7.50,8.75,06/2018,18797.0,18409,2.6,18797
82,Diversified Conglomerate Manufacturing,"Sunless Merger Sub, Inc.  (3)",Senior loan,L + 5.25,(4),07/2016,0.0,0,0.0,(26
83,Diversified Conglomerate Manufacturing,"Sunless Merger Sub, Inc.*",Senior loan,L + 5.25,6.50,07/2016,1816.0,1813,0.2,1271
84,Diversified Conglomerate Manufacturing,"TIDI Products, LLC  (3)",One stop,L + 6.50,(4),07/2017,0.0,(11,0.0,0
85,Diversified Conglomerate Manufacturing,"TIDI Products, LLC*",One stop,L + 6.50,7.75,07/2018,12631.0,12441,1.7,12631
86,Diversified Conglomerate Manufacturing,"Vintage Parts, Inc.*",One stop,L + 4.50,5.75,12/2015,4049.0,4022,0.6,4049
87,Diversified Conglomerate Manufacturing,"Vintage Parts, Inc.*",One stop,L + 4.50,5.75,12/2015,56.0,56,0.0,56
88,Diversified Conglomerate Manufacturing,"Vintage Parts, Inc.*",One stop,L + 4.50,5.75,12/2015,846.0,850,0.1,846
89,Diversified Conglomerate Service,"Accellos, Inc.  (3)",One stop,L + 5.75,(4),07/2020,0.0,(20,0.0,0
90,Diversified Conglomerate Service,"Accellos, Inc.ˆ",One stop,L + 5.75,6.75,07/2020,31113.0,30740,4.2,31113
91,Diversified Conglomerate Service,"Aderant North America, Inc.*",Senior loan,L + 4.25,5.25,12/2018,4220.0,4190,0.6,4220
92,Diversified Conglomerate Service,Agility Recovery Solutions Inc.  (3),One stop,L + 6.75,(4),09/2018,0.0,(6,0.0,0
93,Diversified Conglomerate Service,Agility Recovery Solutions Inc.*,One stop,L + 6.75,8.00,09/2018,8128.0,7995,1.1,8128
94,Diversified Conglomerate Service,Bomgar Corporation  (3),One stop,L + 6.00,(4),05/2019,0.0,(18,0.0,(20
95,Diversified Conglomerate Service,Bomgar Corporation*,One stop,L + 6.00,7.00,05/2020,29423.0,28935,4.0,29129
96,Diversified Conglomerate Service,"Daxko, LLC  (3)",One stop,L + 7.75,(4),03/2019,0.0,(24,0.0,0
97,Diversified Conglomerate Service,"Daxko, LLC",One stop,L + 7.75,8.75,03/2019,16840.0,16564,2.3,16840
98,Diversified Conglomerate Service,"EAG, INC. (Evans Analytical Group)*",Senior loan,L + 4.00,5.00,07/2017,2401.0,2377,0.3,2401
99,Diversified Conglomerate Service,"Integration Appliance,  Inc.",Senior loan,L + 8.25,9.50,09/2018,719.0,711,0.1,719
100,Diversified Conglomerate Service,"Integration Appliance,  Inc.",Senior loan,L + 8.25,9.50,09/2018,5396.0,5288,0.7,5396
101,Diversified Conglomerate Service,"Integration Appliance,  Inc.",Senior loan,L + 8.25,9.50,06/2019,7914.0,7727,1.1,7914
102,Diversified Conglomerate Service,"Marathon Data Operating Co., LLC  (3)",One stop,L + 6.25,(4),08/2017,0.0,(6,0.0,0
103,Diversified Conglomerate Service,"Marathon Data Operating Co., LLC",One stop,L + 6.25,7.50,08/2017,4595.0,4528,0.6,4595
104,Diversified Conglomerate Service,"Navex Global, Inc.  (3)",One stop,L + 5.50,(4),12/2016,0.0,(19,0.0,0
105,Diversified Conglomerate Service,"Navex Global, Inc.*",One stop,L + 5.50,6.50,12/2016,19045.0,18718,2.6,19045
106,Diversified Conglomerate Service,"NetSmart Technologies, Inc.*",One stop,L + 7.53,8.78,12/2017,8068.0,8012,1.1,8068
107,Diversified Conglomerate Service,"NetSmart Technologies,  Inc.",One stop,L + 7.52,8.77,12/2017,637.0,629,0.1,637
108,Diversified Conglomerate Service,"PC Helps Support, LLC  (3)",Senior loan,L + 5.25,(4),09/2017,0.0,(2,0.0,0
109,Diversified Conglomerate Service,"PC Helps Support, LLC",Senior loan,L + 5.25,6.51,09/2017,1707.0,1692,0.2,1707
110,Diversified Conglomerate Service,"Secure-24, LLC  (3)",One stop,L + 6.25,(4),08/2017,0.0,(5,0.0,0
111,Diversified Conglomerate Service,"Secure-24, LLC*",One stop,L + 6.25,7.50,08/2017,10433.0,10249,1.4,10433
112,Diversified Conglomerate Service,"Secure-24, LLCˆ",One stop,L + 6.25,7.50,08/2017,1526.0,1507,0.2,1526
113,Diversified Conglomerate Service,"SoftWriters, Inc.  (3)",One stop,L + 5.00,(4),05/2019,0.0,(2,0.0,0
114,Diversified Conglomerate Service,"SoftWriters, Inc.  (3)",One stop,L + 5.00,(4),05/2019,0.0,(3,0.0,0
115,Diversified Conglomerate Service,"SoftWriters, Inc.",One stop,L + 5.00,6.00,05/2019,6411.0,6387,0.9,6411
116,Diversified Conglomerate Service,"Source Medical Solutions, Inc.",Second lien,L + 8.00,9.00,03/2018,9294.0,9146,1.3,9294
117,Electronics,"ECI Acquisition Holdings, Inc.  (3)",One stop,L + 6.25,(4),03/2019,0.0,(17,0.0,0
118,Electronics,"ECI Acquisition Holdings, Inc.ˆ",One stop,L + 6.25,7.25,03/2019,22215.0,21844,3.0,22215
119,Electronics,"ECI Acquisition Holdings, Inc.  (3)",One stop,L + 6.25,(4),03/2019,0.0,(79,0.0,0
120,Electronics,"Rogue Wave Holdings, Inc.*ˆ",One stop,L + 8.08,9.10,12/2018,10613.0,10500,1.4,10613
121,Electronics,"Sloan Company, Inc., The  (3)",One stop,L + 7.50,(4),10/2018,0.0,(13,0.0,0
122,Electronics,"Sloan Company, Inc.,  The*ˆ",One stop,L + 7.50,8.75,10/2018,13027.0,12895,1.8,13027
123,Electronics,Sparta Holding  Corporation  (3),One stop,L + 5.25,(4),07/2020,0.0,(37,0.0,(30
124,Electronics,Sparta Holding Corporation*ˆ,One stop,L + 6.75,6.25 cash/  1.50 PIK,07/2020,23358.0,23075,3.2,23124
125,Electronics,Syncsort Incorporated  (3),Senior loan,L + 4.75,(4),03/2019,0.0,(3,0.0,0
126,Electronics,Syncsort Incorporated  (3),Senior loan,L + 4.75,(4),03/2019,0.0,(13,0.0,0
127,Electronics,Syncsort Incorporated*,Senior loan,L + 4.75,5.75,03/2019,6143.0,6089,0.8,6143
128,Electronics,"Systems Maintenance Services Holding, Inc.ˆ",Senior loan,L + 4.00,5.00,10/2019,2650.0,2639,0.4,2650
129,Electronics,"Taxware, LLC*ˆ",Second lien,L + 8.38,9.38,10/2019,19979.0,19678,2.7,19979
130,Electronics,"Watchfire Enterprises,  Inc.",Second lien,L + 8.00,9.00,10/2021,9435.0,9270,1.3,9435
131,Finance,"Ascensus, Inc.  (3)",One stop,L + 4.00,(4),11/2018,0.0,(16,0.0,0
132,Finance,"Ascensus, Inc.ˆ",One stop,L + 4.00,5.00,12/2019,4193.0,4120,0.6,4193
133,Finance,"Ascensus, Inc.ˆ",One stop,L + 8.00,9.00,12/2020,6337.0,6142,0.9,6337
134,Finance,Pillar Processing LLC*  (6),Senior loan,L + 5.50,5.72,11/2018,447.0,445,0.0,0
135,Finance,Pillar Processing LLC*  (6),Senior loan,No Value,14.50,05/2019,2377.0,2368,0.0,0
136,Grocery,"MyWebGrocer, Inc.  (3)",Senior loan,L + 4.75,(4),05/2018,0.0,(12,0.0,0
137,Grocery,"MyWebGrocer, Inc.ˆ",Senior loan,L + 8.75,6.00 cash/  4.00 PIK,05/2018,14271.0,14093,1.9,14271
138,Grocery,"Teasdale Quality Foods, Inc.*",Senior loan,L + 4.50,5.75,05/2018,2674.0,2653,0.4,2674
139,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.  (3)",Senior loan,L + 5.00,(4),02/2018,0.0,(8,0.0,0
140,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.*",Senior loan,L + 5.00,6.25,02/2018,7102.0,7054,1.0,7102
141,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.",Senior loan,L + 5.00,6.25,02/2018,486.0,481,0.1,486
142,"Healthcare, Education and Childcare","Avatar International,  LLC  (3)",One stop,L + 4.94,(4),09/2016,0.0,(4,0.0,0
143,"Healthcare, Education and Childcare","Avatar International,  LLC*",One stop,L + 7.89,6.19 cash/  2.95 PIK,09/2016,7611.0,7560,0.7,4947
144,"Healthcare, Education and Childcare","Avatar International, LLC",One stop,L + 7.89,6.19 cash/  2.95 PIK,09/2016,1642.0,1634,0.1,1067
145,"Healthcare, Education and Childcare (Continued)","California Cryobank,  LLC",One stop,P + 4.25,7.50,08/2019,86.0,84,0.0,84
146,"Healthcare, Education and Childcare (Continued)","California Cryobank, LLCˆ",One stop,L + 5.50,6.50,08/2019,1550.0,1535,0.2,1535
147,"Healthcare, Education and Childcare (Continued)","California Cryobank,  LLC  (3)",One stop,L + 5.50,(4),08/2019,0.0,(2,0.0,(2
148,"Healthcare, Education and Childcare (Continued)",Certara L.P.  (3),One stop,L + 6.25,(4),12/2018,0.0,(18,0.0,0
149,"Healthcare, Education and Childcare (Continued)",Certara L.P.*ˆ,One stop,L + 6.25,7.25,12/2018,22948.0,22722,3.1,22948
150,"Healthcare, Education and Childcare (Continued)",Data Innovations LLC,One stop,L + 7.69,8.69,05/2019,8800.0,8619,1.2,8800
151,"Healthcare, Education and Childcare (Continued)",Delta Educational Systems*,Senior loan,P + 4.75,8.00,12/2016,1646.0,1627,0.2,1646
152,"Healthcare, Education and Childcare (Continued)",Delta Educational  Systems,Senior loan,L + 6.00,(4),12/2016,0.0,0,0.0,0
153,"Healthcare, Education and Childcare (Continued)","Encore Rehabilitation Services, LLC  (3)",One stop,L + 6.00,(4),06/2017,0.0,(9,0.0,0
154,"Healthcare, Education and Childcare (Continued)","Encore Rehabilitation Services, LLC",One stop,L + 6.00,7.25,06/2017,4969.0,4895,0.7,4969
155,"Healthcare, Education and Childcare (Continued)","G & H Wire Company,  Inc.  (3)",Senior loan,L + 5.75,(4),12/2017,0.0,(6,0.0,0
156,"Healthcare, Education and Childcare (Continued)","G & H Wire Company,  Inc.*ˆ",Senior loan,L + 5.75,6.75,12/2017,12902.0,12766,1.8,12902
157,"Healthcare, Education and Childcare (Continued)","Global Healthcare Exchange, LLC  (3)",One stop,L + 9.00,(4),03/2020,0.0,(23,0.0,0
158,"Healthcare, Education and Childcare (Continued)","Global Healthcare Exchange, LLC",One stop,L + 9.00,10.00,03/2020,20087.0,19723,2.7,20087
159,"Healthcare, Education and Childcare (Continued)",GSDM Holdings Corp.,Senior loan,L + 4.25,5.25,06/2019,627.0,624,0.1,627
160,"Healthcare, Education and Childcare (Continued)","Hospitalists Management Group, LLC",Senior loan,L + 5.00,6.77,05/2018,910.0,896,0.1,864
161,"Healthcare, Education and Childcare (Continued)","Hospitalists Management Group, LLC",Senior loan,L + 5.00,6.51,05/2017,3672.0,3608,0.5,3489
162,"Healthcare, Education and Childcare (Continued)","Hospitalists Management Group, LLC",Senior loan,L + 5.00,6.50,05/2017,427.0,421,0.1,406
163,"Healthcare, Education and Childcare (Continued)","IntegraMed America,  Inc.  (3)",One stop,L + 7.25,8.50,09/2017,811.0,800,0.1,811
164,"Healthcare, Education and Childcare (Continued)","IntegraMed America,  Inc.*ˆ",One stop,L + 7.25,8.50,09/2017,15587.0,15376,2.1,15587
165,"Healthcare, Education and Childcare (Continued)","Joerns Healthcare, LLC",One stop,L + 5.00,6.00,05/2020,9794.0,9702,1.3,9782
166,"Healthcare, Education and Childcare (Continued)","Maverick Healthcare Group, LLC*",Senior loan,L + 5.50,7.25,12/2016,1989.0,1964,0.3,1949
167,"Healthcare, Education and Childcare (Continued)","Northwestern Management Services, LLC",Senior loan,P + 4.00,7.25,10/2017,114.0,104,0.0,114
168,"Healthcare, Education and Childcare (Continued)","Northwestern Management Services, LLC*",Senior loan,L + 5.25,6.50,10/2017,3964.0,3913,0.5,3964
169,"Healthcare, Education and Childcare (Continued)","Northwestern Management Services, LLC",Senior loan,L + 5.25,6.50,10/2017,47.0,44,0.0,47
170,"Healthcare, Education and Childcare (Continued)",Onsite Holding Corp.  (3),One stop,L + 5.25,(4),06/2020,0.0,(42,0.0,0
171,"Healthcare, Education and Childcare (Continued)",Onsite Holding Corp.*ˆ,One stop,L + 5.25,6.25,06/2020,26921.0,26696,3.7,26921
172,"Healthcare, Education and Childcare (Continued)","Paradigm Management Services, LLCˆ",Senior loan,L + 4.50,5.50,01/2019,2740.0,2719,0.4,2740
173,"Healthcare, Education and Childcare (Continued)","Pentec Acquisition Sub, Inc.  (3)",Senior loan,L + 5.25,(4),05/2017,0.0,(2,0.0,0
174,"Healthcare, Education and Childcare (Continued)","Pentec Acquisition Sub,  Inc.*",Senior loan,L + 5.25,6.50,05/2018,1776.0,1754,0.2,1776
175,"Healthcare, Education and Childcare (Continued)","Pyramid Healthcare,  Inc.  (3)",One stop,L + 5.75,(4),08/2019,0.0,(5,0.0,(4
176,"Healthcare, Education and Childcare (Continued)","Pyramid Healthcare,  Inc.ˆ",One stop,L + 5.75,6.75,08/2019,7607.0,7542,1.0,7550
177,"Healthcare, Education and Childcare (Continued)","Radiology Partners, Inc.  (3)",One stop,L + 5.00,(4),09/2020,0.0,(8,0.0,(8
178,"Healthcare, Education and Childcare (Continued)","Radiology Partners,  Inc.*ˆ",One stop,L + 5.00,6.00,09/2020,17209.0,16937,2.3,17037
179,"Healthcare, Education and Childcare (Continued)","Radiology Partners, Inc.  (3)",One stop,L + 5.00,(4),09/2020,0.0,(46,0.0,(46
180,"Healthcare, Education and Childcare (Continued)","Reliant Pro ReHab, LLC",Senior loan,P + 4.00,7.25,06/2017,10.0,3,0.0,10
181,"Healthcare, Education and Childcare (Continued)","Reliant Pro ReHab, LLC*ˆ",Senior loan,L + 5.00,6.00,06/2017,7615.0,7547,1.0,7615
182,"Healthcare, Education and Childcare (Continued)",Renaissance Pharma (U.S.) Holdings Inc.,Senior loan,P + 3.00,6.25,05/2018,63.0,59,0.0,63
183,"Healthcare, Education and Childcare (Continued)",Renaissance Pharma (U.S.) Holdings Inc.*ˆ,Senior loan,L + 4.00,5.00,05/2018,4090.0,4039,0.6,4090
184,"Healthcare, Education and Childcare (Continued)",Southern Anesthesia and Surgical  (3),One stop,L + 5.50,(4),11/2017,0.0,(10,0.0,0
185,"Healthcare, Education and Childcare (Continued)",Southern Anesthesia and Surgical,One stop,L + 5.50,6.50,11/2017,6012.0,5905,0.8,6012
186,"Healthcare, Education and Childcare (Continued)",Southern Anesthesia and Surgical  (3),One stop,L + 5.50,(4),11/2017,0.0,(40,0.0,0
187,"Healthcare, Education and Childcare (Continued)","Spear Education, LLC  (3)",One stop,L + 5.50,(4),08/2019,0.0,(6,0.0,(6
188,"Healthcare, Education and Childcare (Continued)","Spear Education, LLC*ˆ",One stop,L + 5.50,6.50,08/2019,6005.0,5961,0.8,5960
189,"Healthcare, Education and Childcare (Continued)","Spear Education, LLC",One stop,L + 5.50,(4),08/2019,0.0,0,0.0,0
190,"Healthcare, Education and Childcare (Continued)","Surgical Information Systems, LLCˆ",Senior loan,L + 3.50,4.51,09/2018,2060.0,2055,0.3,2060
191,"Healthcare, Education and Childcare (Continued)","U.S. Anesthesia Partners,  Inc.",One stop,L + 5.00,6.00,12/2019,6000.0,5970,0.8,5970
192,"Healthcare, Education and Childcare (Continued)","WIL Research Company,  Inc.*",Senior loan,L + 4.50,5.75,02/2018,776.0,769,0.1,753
193,"Healthcare, Education and Childcare (Continued)","Young Innovations, Inc.  (3)",Senior loan,L + 4.25,(4),01/2018,0.0,(3,0.0,0
194,"Healthcare, Education and Childcare (Continued)","Young Innovations, Inc.*ˆ",Senior loan,L + 4.25,5.25,01/2019,5443.0,5412,0.7,5443
195,"Home and Office Furnishings, Housewares, and Durable Consumer","Plano Molding Company, LLCˆ",Senior loan,L + 4.25,5.25,10/2018,1984.0,1972,0.3,1984
196,"Home and Office Furnishings, Housewares, and Durable Consumer","WII Components, Inc.",Senior loan,L + 4.50,(4),07/2018,0.0,0,0.0,0
197,"Home and Office Furnishings, Housewares, and Durable Consumer","WII Components, Inc.*",Senior loan,L + 4.50,5.50,07/2018,1183.0,1177,0.2,1177
198,"Home and Office Furnishings, Housewares, and Durable Consumer",Zenith Products Corporation,One stop,P + 1.75,5.00,09/2013,29.0,29,0.0,25
199,"Home and Office Furnishings, Housewares, and Durable Consumer",Zenith Products  Corporation*,One stop,P + 3.50,6.75,09/2013,3684.0,3684,0.3,1842
200,Insurance,"Captive Resources Midco, LLC  (3)",One stop,L + 5.00,(4),01/2019,0.0,(16,0.0,0
201,Insurance,"Captive Resources Midco, LLC*ˆ",One stop,L + 5.00,6.50,01/2019,19653.0,19477,2.7,19653
202,Investment Funds and Vehicles,Senior Loan Fund LLC  (7)  (8),Subordinated debt,L + 8.00,8.16,05/2020,25589.0,25589,3.5,25589
203,"Leisure, Amusement, Motion Pictures and Entertainment","Competitor Group, Inc.",One stop,P + 6.75,9.76,11/2018,884.0,873,0.1,769
204,"Leisure, Amusement, Motion Pictures and Entertainment","Competitor Group, Inc.*",One stop,L + 8.75,9.00 cash/  1.00 PIK,11/2018,12807.0,12654,1.6,11526
205,"Leisure, Amusement, Motion Pictures and Entertainment","Octane Fitness, LLC  (3)",One stop,L + 5.25,(4),10/2018,0.0,(3,0.0,0
