,0,1,2,3,4,5,6,7,8,9,10,11,12,13
82,Diversified Conglomerate  Manufacturing,"Inventus Power, Inc*^",One stop,L + 5.50,6.50,04/2020,,8547,,8498,,1.0,,8205
83,Diversified Conglomerate  Manufacturing,Onicon Incorporated  (4),One stop,L + 6.00,(5),04/2020,,0,,(5,,0,,0
84,Diversified Conglomerate  Manufacturing,Onicon Incorporated  *#,One stop,L + 6.00,7.07,04/2020,,9168,,9103,,1.1,,9168
85,Diversified Conglomerate  Manufacturing,"Plex Systems, Inc.  (4)",One stop,L + 7.50,(5),06/2018,,0,,(26,,0,,0
86,Diversified Conglomerate  Manufacturing,"Plex Systems, Inc.*^",One stop,L + 7.50,8.75,06/2018,,18797,,18441,,2.3,,18797
87,Diversified Conglomerate  Manufacturing,"Sunless Merger Sub, Inc.",Senior loan,P + 4.00,7.50,07/2016,,247,,247,,0,,238
88,Diversified Conglomerate  Manufacturing,"Sunless Merger Sub, Inc.",Senior loan,L + 5.25,6.50,07/2016,,1534,,1536,,0.2,,1380
89,Diversified Conglomerate  Service,"Accellos, Inc.  (4)",One stop,L + 5.75,(5),07/2020,,0,,(15,,0,,0
90,Diversified Conglomerate  Service,"Accellos, Inc.*  ^#",One stop,L + 5.75,6.75,07/2020,,31960,,31675,,3.9,,31960
91,Diversified Conglomerate  Service,"Actiance, Inc.",One stop,L + 9.00,(5),04/2018,,0,,0,,0,,0
92,Diversified Conglomerate  Service,"Actiance, Inc.*^",One stop,L + 9.00,10.00,04/2018,,2502,,2427,,0.3,,2502
93,Diversified Conglomerate  Service,Agility Recovery Solutions Inc.  (4),One stop,L + 6.50,(5),03/2020,,0,,(7,,0,,(7
94,Diversified Conglomerate  Service,Agility Recovery Solutions Inc.*^,One stop,L + 6.50,7.50,03/2020,,14163,,13998,,1.7,,14021
95,Diversified Conglomerate  Service,Bomgar Corporation  (4),One stop,L + 6.00,(5),09/2020,,0,,(18,,0,,0
96,Diversified Conglomerate  Service,Bomgar Corporation*,One stop,L + 6.00,7.00,09/2020,,29491,,29060,,3.6,,29491
97,Diversified Conglomerate  Service,"Daxko, LLC  (4)",One stop,L + 5.75,(5),03/2020,,0,,(22,,0,,0
98,Diversified Conglomerate  Service,"Daxko, LLC  *^#",One stop,L + 5.75,6.75,03/2020,,28943,,28631,,3.5,,28943
99,Diversified Conglomerate  Service,"DTI Holdco, Inc.  #",Senior loan,L + 5.00,6.00,08/2020,,8302,,8236,,1.0,,8302
100,Diversified Conglomerate  Service,"HealthcareSource HR, Inc.  (4)",One stop,L + 6.75,(5),05/2020,,0,,(1,,0,,0
101,Diversified Conglomerate  Service,"HealthcareSource HR, Inc.  #",One stop,L + 6.75,7.75,05/2020,,17814,,17462,,2.2,,17814
102,Diversified Conglomerate  Service,"Host Analytics, Inc.  (4)",One stop,No Value,(5),02/2020,,0,,(5,,0,,0
103,Diversified Conglomerate  Service,"Host Analytics, Inc.",One stop,No Value,8.50  cash/2.25 PIK,02/2020,2994.0,,2954.0,,0.4,,2994.0,
104,Diversified Conglomerate  Service,"Integration Appliance, Inc.  (4)",One stop,L + 8.25,(5),09/2018,,0,,(10,,0,,(9
105,Diversified Conglomerate  Service,"Integration Appliance, Inc.",One stop,L + 8.25,9.50,09/2020,,5396,,5296,,0.6,,5342
106,Diversified Conglomerate  Service,"Integration Appliance, Inc.",One stop,L + 8.25,9.50,09/2020,,7913,,7753,,1.0,,7834
107,Diversified Conglomerate  Service,"Integration Appliance, Inc.*",One stop,L + 8.25,9.50,09/2020,,719,,708,,0.1,,712
108,Diversified Conglomerate  Service,"Integration Appliance, Inc.*^",One stop,L + 8.25,9.50,09/2020,,16123,,15969,,2.0,,15962
109,Diversified Conglomerate  Service,Mediaocean LLC  #,Senior loan,L + 4.75,5.75,08/2022,,167,,164,,0,,167
110,Diversified Conglomerate  Service,"NetSmart Technologies, Inc.",One stop,P + 4.25,7.75,02/2019,,1045,,1030,,0.1,,1045
111,Diversified Conglomerate  Service,"NetSmart Technologies, Inc.^  #",One stop,L + 5.25,6.25,02/2019,,14741,,14634,,1.8,,14741
112,Diversified Conglomerate  Service,"Secure-24, LLC  (4)",One stop,L + 6.00,(5),08/2017,,0,,(2,,0,,0
113,Diversified Conglomerate  Service,"Secure-24, LLC*",One stop,L + 6.00,7.25,08/2017,,9976,,9891,,1.2,,9976
114,Diversified Conglomerate  Service,"Secure-24, LLC^",One stop,L + 6.00,7.25,08/2017,,1459,,1450,,0.2,,1459
115,Diversified Conglomerate  Service,"Severin Acquisition, LLC^",Senior loan,L + 5.00,6.00,07/2021,,798,,791,,0.1,,798
116,Diversified Conglomerate  Service,"Severin Acquisition, LLC^",Senior loan,L + 5.38,6.38,07/2021,,897,,888,,0.1,,911
117,Diversified Conglomerate  Service,"Source Medical Solutions, Inc.",Second lien,L + 8.00,9.00,03/2018,,9294,,9211,,1.1,,8829
118,Diversified Conglomerate  Service,"Steelwedge Software, Inc.  (5)",One stop,L + 10.00,(5),09/2020,,0,,0,,0,,0
119,Diversified Conglomerate  Service,"Steelwedge Software, Inc.^",One stop,L + 10.00,9.00  cash/2.00 PIK,09/2020,2174.0,,2087.0,,0.3,,2174.0,
120,Diversified Conglomerate  Service,"TA MHI Buyer, Inc.  (5)",One stop,L + 6.50,(5),09/2021,,0,,0,,0,,0
121,Diversified Conglomerate  Service,"TA MHI Buyer, Inc.^",One stop,L + 6.50,7.50,09/2021,,8274,,8208,,1.0,,8274
122,Diversified Conglomerate  Service,"TA MHI Buyer, Inc.^",One stop,L + 6.50,7.50,09/2021,,239,,236,,0,,239
123,Diversified Conglomerate  Service,"Trintech, Inc.  (4)",One stop,L + 5.75,(5),10/2021,,0,,(1,,0,,0
124,Diversified Conglomerate  Service,"Trintech, Inc.  *#",One stop,L + 5.75,6.75,10/2021,,7341,,7257,,0.9,,7341
125,Diversified Conglomerate  Service,"Vendavo, Inc.  (4)",One stop,L + 8.50,(5),10/2019,,0,,(11,,0,,0
126,Diversified Conglomerate  Service,"Vendavo, Inc.",One stop,L + 8.50,9.50,10/2019,,15501,,15254,,1.9,,15501
127,Diversified Conglomerate  Service,Vendor Credentialing Service LLC  (4),One stop,L + 6.00,(5),11/2021,,0,,(1,,0,,0
128,Diversified Conglomerate  Service,Vendor  Credentialing Service LLC,One stop,L + 6.00,7.00,11/2021,,10246,,9998,,1.3,,10246
129,Diversified Conglomerate  Service,"Vitalyst,  LLC",Senior loan,P + 4.25,7.75,09/2017,,66,,65,,0,,58
130,Diversified Conglomerate  Service,"Vitalyst,  LLC",Senior  loan,L  + 5.25,6.50,09/2017,,1481,,1475,,0.2,,1437
131,Electronics,"Appriss  Holdings, Inc.",Senior loan,L + 4.75,5.75,11/2020,,902,,868,,0.1,,902
132,Electronics,"Appriss  Holdings, Inc.  *#",Senior loan,L + 4.75,5.75,11/2020,,20842,,20595,,2.6,,20842
133,Electronics,"Compusearch  Software Holdings, Inc.^",Senior loan,L + 4.50,5.50,05/2021,,1315,,1312,,0.2,,1315
134,Electronics,"ECI  Acquisition Holdings, Inc.  (4)",One stop,L + 6.25,(5),03/2019,,0,,(11,,0,,0
135,Electronics,"ECI  Acquisition Holdings, Inc.*  ^#",One stop,L + 6.25,7.25,03/2019,,21779,,21537,,2.7,,21779
136,Electronics,"ECI  Acquisition Holdings, Inc.",One stop,L + 6.25,7.25,03/2019,,1410,,1395,,0.2,,1410
137,Electronics,"Gamma  Technologies, LLC  (4)",One stop,L + 5.50,(5),06/2021,,0,,(1,,0,,0
138,Electronics,"Gamma  Technologies, LLC  ^#",One stop,L + 5.50,6.50,06/2021,,18092,,17935,,2.2,,18092
139,Electronics,Park  Place Technologies LLC  (4),One stop,L + 5.25,(5),06/2022,,0,,(2,,0,,0
140,Electronics,Park  Place Technologies LLC  *#,One stop,L + 5.25,6.25,06/2022,,12529,,12349,,1.5,,12529
141,Electronics,"Sloan  Company, Inc., The",One stop,L + 6.25,7.25,04/2020,,31,,30,,0,,23
142,Electronics,"Sloan  Company, Inc., The  #",One stop,L + 6.25,7.25,04/2020,,7551,,7474,,0.8,,6419
143,Electronics,Sovos  Compliance  (4),One stop,L + 6.75,(5),03/2022,,0,,(1,,0,,(1
144,Electronics,Sovos  Compliance*,One stop,L + 6.75,7.75,03/2022,,4930,,4845,,0.6,,4856
145,Electronics,Sparta  Holding Corporation  (4),One stop,L + 5.50,(5),07/2020,,0,,(27,,0,,0
146,Electronics,Sparta  Holding Corporation*  ^#,One stop,L + 5.50,6.50,07/2020,,22309,,22107,,2.7,,22309
147,Electronics,Syncsort Incorporated  (4),One stop,L + 5.50,(5),11/2021,,0,,(2,,0,,0
148,Electronics,Syncsort Incorporated  *^#,One stop,L + 5.50,6.50,11/2021,,16693,,16379,,2.0,,16693
149,Electronics,"Systems  Maintenance Services Holding, Inc.^",Senior loan,L + 4.00,5.00,10/2019,,2610,,2602,,0.3,,2610
150,Electronics,"Watchfire  Enterprises, Inc.",Second  lien,L  + 8.00,9.00,10/2021,,9435,,9259,,1.2,,9435
151,Grocery,"MyWebGrocer,  Inc.",One stop,L + 8.75,10.00,05/2018,,1586,,1577,,0.2,,1586
152,Grocery,"MyWebGrocer, Inc.^",One stop,L + 8.75,10.00,05/2018,,14271,,14145,,1.7,,14271
153,Grocery,"Teasdale  Quality Foods, Inc.  #",Senior  loan,L  + 4.75,5.77,10/2020,,557,,552,,0.1,,566
154,"Healthcare,  Education and Childcare","Active  Day, Inc.  (4)",One stop,L + 6.00,(5),12/2021,,0,,(2,,0,,0
155,"Healthcare,  Education and Childcare","Active  Day, Inc.",One stop,L + 6.00,7.00,12/2021,,13606,,13252,,1.7,,13606
156,"Healthcare,  Education and Childcare","Active  Day, Inc.  (4)",One stop,L + 6.00,(5),12/2021,,0,,(40,,0,,0
157,"Healthcare,  Education and Childcare","Agilitas  USA, Inc.^",Senior loan,L + 4.00,5.00,10/2020,,2125,,2109,,0.3,,2125
158,"Healthcare,  Education and Childcare","Aris  Teleradiology Company, LLC",Senior loan,L + 4.75,(5),03/2021,,0,,0,,0,,0
159,"Healthcare,  Education and Childcare","Aris  Teleradiology Company, LLC*",Senior loan,L + 4.75,5.75,03/2021,,946,,936,,0.1,,936
160,"Healthcare,  Education and Childcare","Avalign  Technologies, Inc.^",Senior loan,L + 4.50,5.50,07/2021,,1136,,1131,,0.1,,1136
161,"Healthcare,  Education and Childcare","Avatar  International, LLC",One stop,L + 7.89,6.19 cash/2.95 PIK,09/2016,658.0,,657.0,,0.1,,658.0,
162,"Healthcare,  Education and Childcare","Avatar  International, LLC*  (6)",One stop,L + 7.89,6.19 cash/2.95 PIK,09/2016,7641.0,,7615.0,,0.3,,2560.0,
163,"Healthcare,  Education and Childcare","Avatar  International, LLC  #(6)",One stop,L + 7.89,6.19  cash/2.95  PIK,09/2016,1648.0,,1644.0,,0.1,,552.0,
164,"Healthcare,  Education and Childcare","BIORECLAMATIONIVT,  LLC  (4)",One stop,L + 6.25,(5),01/2021,,0,,(2,,0,,0
165,"Healthcare,  Education and Childcare","BIORECLAMATIONIVT,  LLC  *^#",One stop,L + 6.25,7.25,01/2021,,14464,,14223,,1.8,,14464
166,"Healthcare,  Education and Childcare","California  Cryobank, LLC",One stop,P + 4.25,7.75,08/2019,,22,,20,,0,,22
167,"Healthcare,  Education and Childcare","California  Cryobank, LLC^",One stop,L + 5.50,6.50,08/2019,,1550,,1540,,0.2,,1550
168,"Healthcare,  Education and Childcare","California  Cryobank, LLC",One stop,L + 5.50,6.50,08/2019,,43,,42,,0,,43
169,"Healthcare,  Education and Childcare",Certara L.P.  (4),One stop,L + 6.25,(5),12/2018,,0,,(12,,0,,0
170,"Healthcare,  Education and Childcare",Certara L.P.  *^#,One stop,L + 6.25,7.25,12/2018,,30694,,30447,,3.8,,30694
171,"Healthcare,  Education and Childcare","CPI  Buyer, LLC (Cole-Parmer)*^",Senior loan,L + 4.50,5.50,08/2021,,7900,,7658,,0.9,,7574
172,"Healthcare,  Education and Childcare",Curo  Health Services LLC  #,Senior loan,L + 5.50,6.50,02/2022,,1980,,1963,,0.2,,1964
173,"Healthcare,  Education and Childcare","DCA  Investment Holding, LLC",One stop,P + 4.25,7.75,07/2021,,372,,356,,0,,359
174,"Healthcare,  Education and Childcare","DCA  Investment Holding, LLC  *^#",One stop,L + 5.25,6.25,07/2021,,19063,,18693,,2.3,,18872
175,"Healthcare,  Education and Childcare","DCA  Investment Holding, LLC  *^#",One stop,L + 5.25,6.25,07/2021,,13672,,13513,,1.7,,13536
176,"Healthcare,  Education and Childcare",Deca  Dental Management LLC,One stop,L + 6.25,7.25,07/2020,,37,,36,,0,,37
177,"Healthcare,  Education and Childcare",Deca  Dental Management LLC,One stop,L + 6.25,7.25,07/2020,,183,,173,,0,,183
178,"Healthcare,  Education and Childcare",Deca  Dental Management LLC*^,One stop,L + 6.25,7.25,07/2020,,4168,,4114,,0.5,,4168
179,"Healthcare,  Education and Childcare",Delta  Educational Systems*,Senior loan,P + 4.75,8.25,12/2016,,1483,,1477,,0.2,,1260
180,"Healthcare,  Education and Childcare",Delta  Educational Systems  (4),Senior loan,L + 6.00,(5),12/2016,,0,,0,,0,,(7
181,"Healthcare,  Education and Childcare",Dental  Holdings Corporation,One stop,P + 4.25,7.75,02/2020,,184,,173,,0,,184
182,"Healthcare,  Education and Childcare",Dental  Holdings Corporation,One stop,L + 5.50,6.50,02/2020,,7638,,7500,,0.9,,7638
183,"Healthcare,  Education and Childcare",Dental  Holdings Corporation,One stop,L + 5.50,6.50,02/2020,,630,,616,,0.1,,630
184,"Healthcare,  Education and Childcare","Encore  GC Acquisition, LLC  (4)",Senior loan,L + 5.25,(5),01/2020,,0,,(8,,0,,(14
185,"Healthcare,  Education and Childcare","Encore  GC Acquisition, LLC*^",Senior loan,L + 5.25,6.25,01/2020,,4796,,4731,,0.6,,4701
186,"Healthcare,  Education and Childcare","eSolutions, Inc.  (4)",One stop,L + 6.50,(5),03/2022,,0,,(1,,0,,(1
187,"Healthcare,  Education and Childcare","eSolutions,  Inc.",One stop,L + 6.50,7.50,03/2022,,13141,,12849,,1.6,,13009
188,"Healthcare,  Education and Childcare","G  & H Wire Company, Inc.",One stop,P + 4.50,8.00,12/2017,,250,,246,,0,,250
189,"Healthcare,  Education and Childcare","G  & H Wire Company, Inc.*^",One stop,L + 5.75,6.75,12/2017,,13224,,13156,,1.6,,13224
190,"Healthcare,  Education and Childcare","Joerns  Healthcare, LLC*",One stop,L + 5.00,6.00,05/2020,,3301,,3273,,0.4,,3272
191,"Healthcare,  Education and Childcare","Katena  Holdings, Inc.  (4)",One stop,L + 6.25,(5),06/2021,,0,,(1,,0,,0
192,"Healthcare,  Education and Childcare","Katena  Holdings, Inc.^",One stop,L + 6.25,7.25,06/2021,,8743,,8663,,1.1,,8743
193,"Healthcare,  Education and Childcare","Katena  Holdings, Inc.  (4)",One stop,L + 6.25,(5),06/2021,,0,,(7,,0,,0
194,"Healthcare,  Education and Childcare","Maverick  Healthcare Group, LLC*",Senior loan,L + 9.50,9.25  cash/2.00  PIK,12/2016,1922.0,,1910.0,,0.2,,1922.0,
195,"Healthcare,  Education and Childcare","PPT  Management, LLC  (4)",One stop,L + 5.00,(5),04/2020,,0,,(7,,0,,0
196,"Healthcare,  Education and Childcare","PPT  Management, LLC",One stop,L + 5.00,6.00,04/2020,,2457,,2433,,0.3,,2457
197,"Healthcare,  Education and Childcare",Premise  Health Holding Corp.  (4),One stop,L + 4.50,(5),06/2020,,0,,(18,,0,,0
198,"Healthcare,  Education and Childcare",Premise  Health Holding Corp.  #,One stop,L + 4.50,5.50,06/2020,,15000,,14907,,1.8,,15000
199,"Healthcare,  Education and Childcare","Radiology Partners, Inc.  (4)",One stop,L + 5.00,(5),09/2020,,0,,(6,,0,,0
200,"Healthcare,  Education and Childcare","Radiology Partners, Inc.*^",One stop,L + 5.00,6.00,09/2020,,16951,,16749,,2.1,,16951
201,"Healthcare,  Education and Childcare","Radiology Partners, Inc.",One stop,L + 5.00,6.00,09/2020,,1919,,1885,,0.2,,1919
202,"Healthcare,  Education and Childcare","Reliant Pro ReHab, LLC",Senior loan,P + 4.00,7.50,06/2017,,129,,126,,0,,129
203,"Healthcare,  Education and Childcare","Reliant Pro ReHab, LLC*",Senior loan,L + 5.00,6.00,06/2017,,3185,,3170,,0.4,,3185
204,"Healthcare,  Education and Childcare",Renaissance Pharma (U.S.) Holdings Inc.^,Senior loan,L + 4.00,5.03,05/2018,,418,,414,,0.1,,418
205,"Healthcare,  Education and Childcare",RXH Buyer Corporation,One stop,P + 4.75,8.25,09/2021,,10,,6,,0,,10
206,"Healthcare,  Education and Childcare",RXH Buyer Corporation  (4),One stop,L + 5.75,(5),09/2021,,0,,(51,,0,,0
