,0,1,2,3,4,5,6,7,8,9
86,Diversified Conglomerate Manufacturing,"Chase Industries, Inc.  #",One stop,L + 5.75,7.13,09/2020,4816,4784,0.5,4816
87,Diversified Conglomerate Manufacturing,"Chase Industries, Inc.  (4)",One stop,L + 5.75,N/A  (5),09/2020,0,(14,0,0
88,Diversified Conglomerate Manufacturing,"Inventus Power, Inc  *^",One stop,L + 5.50,6.50,04/2020,8409,8369,0.9,7736
89,Diversified Conglomerate Manufacturing,"Inventus Power, Inc  (4)",One stop,L + 5.50,N/A  (5),04/2020,0,(3,0,(42
90,Diversified Conglomerate Manufacturing,Onicon Incorporated  *^#,One stop,L + 6.00,7.00,04/2020,13422,13286,1.5,13221
91,Diversified Conglomerate Manufacturing,Onicon Incorporated  (4),One stop,L + 6.00,N/A  (5),04/2020,0,(6,0,(15
92,Diversified Conglomerate Manufacturing,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  #",Senior loan,L + 5.00,6.00,05/2022,2460,2436,0.3,2435
93,Diversified Conglomerate Manufacturing – (continued),Diversified Conglomerate Manufacturing – (continued),Senior loan,,,,,,,
94,Diversified Conglomerate Manufacturing – (continued),"PetroChoice Holdings, Inc.  ^",Senior loan,L + 5.00,6.00,08/2022,1768,1718,0.2,1768
95,Diversified Conglomerate Manufacturing – (continued),"Plex Systems, Inc.  *^",One stop,L + 7.50,8.75,06/2020,18797,18410,2.1,18797
96,Diversified Conglomerate Manufacturing – (continued),"Plex Systems, Inc.  (4)",One stop,L + 7.50,N/A  (5),06/2020,0,(30,0,0
97,Diversified Conglomerate Manufacturing – (continued),"Reladyne, Inc.  *#",Senior loan,L + 5.25,6.25,07/2022,10149,9992,1.2,10047
98,Diversified Conglomerate Manufacturing – (continued),"Reladyne, Inc.",Senior loan,L + 5.25,6.25,07/2022,111,110,0,110
99,Diversified Conglomerate Manufacturing – (continued),"Reladyne, Inc.",Senior loan,P + 4.25,7.75,07/2022,26,24,0,24
100,Diversified Conglomerate Manufacturing – (continued),"Reladyne, Inc.  (4)",Senior loan,L + 5.25,N/A  (5),07/2022,0,(2,0,(1
101,Diversified Conglomerate Manufacturing – (continued),"Sunless Merger Sub, Inc.",Senior loan,L + 5.00,6.25,07/2019,1503,1509,0.2,1503
102,Diversified Conglomerate Manufacturing – (continued),"Sunless Merger Sub, Inc.",Senior loan,P + 3.75,7.25,07/2019,151,151,0,151
103,Diversified Conglomerate Service,Diversified Conglomerate Service,Senior loan,,,,,,,
104,Diversified Conglomerate Service,"Accellos, Inc.  *^#",One stop,L + 5.75,6.75,07/2020,31051,30806,3.5,31051
105,Diversified Conglomerate Service,"Accellos, Inc.  (4)",One stop,L + 5.75,N/A  (5),07/2020,0,(13,0,0
106,Diversified Conglomerate Service,"Actiance, Inc.  *^",One stop,L + 9.00,10.00,04/2018,2900,2831,0.3,2900
107,Diversified Conglomerate Service,"Actiance, Inc.",One stop,L + 9.00,N/A  (5),04/2018,0,0,0,0
108,Diversified Conglomerate Service,Agility Recovery Solutions Inc.  *^,One stop,L + 6.50,7.50,03/2020,14092,13950,1.6,14092
109,Diversified Conglomerate Service,Agility Recovery Solutions Inc.  (4),One stop,L + 6.50,N/A  (5),03/2020,0,(6,0,0
110,Diversified Conglomerate Service,Bomgar Corporation  ^,One stop,L + 7.50,8.50,06/2022,4888,4794,0.6,4888
111,Diversified Conglomerate Service,Bomgar Corporation  (4),One stop,L + 7.50,N/A  (5),06/2022,0,(2,0,0
112,Diversified Conglomerate Service,"CIBT Holdings, Inc  ^",Senior loan,L + 5.25,6.25,06/2022,1973,1954,0.2,1973
113,Diversified Conglomerate Service,"CIBT Holdings, Inc",Senior loan,L + 5.25,N/A  (5),06/2022,0,0,0,0
114,Diversified Conglomerate Service,"Clearwater Analytics, LLC  #",One stop,L + 7.50,8.50,09/2022,10050,9877,1.1,9925
115,Diversified Conglomerate Service,"Clearwater Analytics, LLC  (4)",One stop,L + 7.50,N/A  (5),09/2022,0,(2,0,(1
116,Diversified Conglomerate Service,Daxko Acquisition Corporation  #,One stop,L + 6.50,7.50,09/2022,8557,8430,1.0,8472
117,Diversified Conglomerate Service,Daxko Acquisition Corporation  (4),One stop,L + 6.50,N/A  (5),09/2022,0,(1,0,0
118,Diversified Conglomerate Service,"EGD Security Systems, LLC",One stop,L + 6.25,7.25,06/2022,11114,10876,1.3,11114
119,Diversified Conglomerate Service,"EGD Security Systems, LLC",One stop,L + 6.25,7.25,06/2022,98,96,0,98
120,Diversified Conglomerate Service,"EGD Security Systems, LLC  (4)",One stop,L + 6.25,N/A  (5),06/2022,0,(2,0,0
121,Diversified Conglomerate Service,"HealthcareSource HR, Inc.",One stop,L + 6.75,7.75,05/2020,17724,17416,2.0,17724
122,Diversified Conglomerate Service,"HealthcareSource HR, Inc.  (4)",One stop,L + 6.75,N/A  (5),05/2020,0,(1,0,0
123,Diversified Conglomerate Service,"Host Analytics, Inc.",One stop,No Value,8.50 cash/2.25 PIK,02/2020,3028,2978,0.3,3005
124,Diversified Conglomerate Service,"Host Analytics, Inc.",One stop,No Value,8.50 cash/2.25 PIK,08/2021,2552,2530,0.3,2533
125,Diversified Conglomerate Service,"Host Analytics, Inc.  (4)",One stop,N/A  (5),02/2020,0,(8,0,(6,
126,Diversified Conglomerate Service,"III US Holdings, LLC  #",One stop,L + 6.00,7.00,09/2022,5510,5400,0.6,5400
127,Diversified Conglomerate Service,"III US Holdings, LLC  (4)",One stop,L + 6.00,N/A  (5),09/2022,0,(1,0,(1
128,Diversified Conglomerate Service,"Integration Appliance, Inc.  *^",One stop,L + 8.25,9.50,09/2020,16123,15986,1.8,16123
129,Diversified Conglomerate Service,"Integration Appliance, Inc.",One stop,L + 8.25,9.50,09/2020,7914,7771,0.9,7914
130,Diversified Conglomerate Service,"Integration Appliance, Inc.",One stop,L + 8.25,9.50,09/2020,5396,5307,0.6,5396
131,Diversified Conglomerate Service,"Integration Appliance, Inc.  *",One stop,L + 8.25,9.50,09/2020,719,709,0.1,719
132,Diversified Conglomerate Service,"Integration Appliance, Inc.  (4)",One stop,L + 8.25,N/A  (5),09/2018,0,(8,0,0
133,Diversified Conglomerate Service,"Jensen Hughes, Inc.  #",Senior loan,L + 5.00,6.00,12/2021,156,155,0,156
134,Diversified Conglomerate Service,"Netsmart Technologies, Inc.  #",Senior loan,L + 4.75,5.75,04/2023,1772,1755,0.2,1783
135,Diversified Conglomerate Service,"Netsmart Technologies, Inc.  (4)",Senior loan,L + 4.75,N/A  (5),01/1900,0,(9,0,0
136,Diversified Conglomerate Service,"Project Alpha Intermediate Holding, Inc.  *#",One stop,L + 8.25,9.25,08/2022,17257,16749,1.9,16912
137,Diversified Conglomerate Service,"PT Intermediate Holdings III, LLC",One stop,L + 6.50,7.50,06/2022,22250,21719,2.5,22250
138,Diversified Conglomerate Service,"PT Intermediate Holdings III, LLC",One stop,P + 5.50,9.00,06/2022,25,21,0,25
139,Diversified Conglomerate Service,"Secure-24, LLC*",One stop,L + 6.00,7.25,08/2017,9777,9723,1.1,9777
140,Diversified Conglomerate Service,"Secure-24, LLC  ^",One stop,L + 6.00,7.25,08/2017,1430,1424,0.2,1430
141,Diversified Conglomerate Service,"Secure-24, LLC  (4)",One stop,L + 6.00,N/A  (5),08/2017,0,(1,0,0
142,Diversified Conglomerate Service – (continued),Diversified Conglomerate Service – (continued),One stop,,,,,,,
143,Diversified Conglomerate Service – (continued),"Severin Acquisition, LLC  ^",Senior loan,L + 5.38,6.38,07/2021,892,884,0.1,905
144,Diversified Conglomerate Service – (continued),"Severin Acquisition, LLC  ^",Senior loan,L + 5.00,6.00,07/2021,794,788,0.1,794
145,Diversified Conglomerate Service – (continued),"Severin Acquisition, LLC  ^",Senior loan,L + 5.38,6.38,07/2021,607,601,0.1,616
146,Diversified Conglomerate Service – (continued),"Severin Acquisition, LLC  ^",Senior loan,L + 4.88,5.88,07/2021,196,194,0,195
147,Diversified Conglomerate Service – (continued),"Source Medical Solutions, Inc.",Second lien,L + 11.00,9.00 cash/3.00 PIK,03/2018,9475,9340,1.1,9475.0
148,Diversified Conglomerate Service – (continued),"Steelwedge Software, Inc.  ^",One stop,L + 10.00,9.00 cash/2.00 PIK,09/2020,2197,2109,0.2,2197.0
149,Diversified Conglomerate Service – (continued),"Steelwedge Software, Inc.",One stop,L + 8.00,N/A  (5),09/2020,0,0,0,0
150,Diversified Conglomerate Service – (continued),"TA MHI Buyer, Inc.  ^",One stop,L + 6.50,7.50,09/2021,8232,8172,0.9,8232
151,Diversified Conglomerate Service – (continued),"TA MHI Buyer, Inc.  *",One stop,L + 6.50,7.50,09/2021,1281,1269,0.2,1281
152,Diversified Conglomerate Service – (continued),"TA MHI Buyer, Inc.  ^",One stop,L + 6.50,7.50,09/2021,666,659,0.1,666
153,Diversified Conglomerate Service – (continued),"TA MHI Buyer, Inc.  ^",One stop,L + 6.50,7.50,09/2021,237,235,0,237
154,Diversified Conglomerate Service – (continued),"TA MHI Buyer, Inc.",One stop,L + 6.50,N/A  (5),09/2021,0,0,0,0
155,Diversified Conglomerate Service – (continued),"Trintech, Inc.  *^#",One stop,L + 6.00,7.00,10/2021,10959,10841,1.3,10959
156,Diversified Conglomerate Service – (continued),"Trintech, Inc.  (4)",One stop,L + 6.00,N/A  (5),10/2021,0,(1,0,0
157,Diversified Conglomerate Service – (continued),"Vendavo, Inc.",One stop,L + 8.50,9.50,10/2019,17982,17717,2.0,17672
158,Diversified Conglomerate Service – (continued),"Vendavo, Inc.  (4)",One stop,L + 8.50,N/A  (5),10/2019,0,(9,0,(25
159,Diversified Conglomerate Service – (continued),Vendor Credentialing Service LLC,One stop,L + 6.00,7.00,11/2021,10194,9970,1.2,10194
160,Diversified Conglomerate Service – (continued),Vendor Credentialing Service LLC  (4),One stop,L + 6.00,N/A  (5),11/2021,0,(1,0,0
161,Diversified Conglomerate Service – (continued),"Vitalyst, LLC",Senior loan,L + 5.25,6.50,09/2017,1385,1381,0.2,1385
162,Diversified Conglomerate Service – (continued),"Vitalyst, LLC  (4)",Senior loan,L + 4.25,N/A  (5),09/2017,0,0,0,(2
163,Diversified Conglomerate Service – (continued),"Workforce Software, LLC  ^",One stop,L + 10.50,4.50 cash/7.00 PIK,06/2021,5039,5004,0.6,5001.0
164,Diversified Conglomerate Service – (continued),"Workforce Software, LLC",One stop,L + 3.50,N/A  (5),06/2021,0,0,0,0
165,Diversified Conglomerate Service – (continued),"Xmatters, Inc. and Alarmpoint, Inc.",One stop,L + 8.50,9.50,08/2021,4629,4563,0.5,4594
166,Diversified Conglomerate Service – (continued),"Xmatters, Inc. and Alarmpoint, Inc.",One stop,L + 8.50,N/A  (5),08/2021,0,0,0,0
167,Ecological,Ecological,One stop,,,,,,,
168,Ecological,"Pace Analytical Services, LLC",One stop,L + 6.25,7.25,09/2022,15500,15074,1.7,15345
169,Ecological,"Pace Analytical Services, LLC  (4)",One stop,L + 6.25,N/A  (5),09/2022,0,(2,0,(1
170,Ecological,"Pace Analytical Services, LLC  (4)",One stop,L + 6.25,N/A  (5),09/2022,0,(6,0,(3
171,Electronics,Electronics,One stop,,,,,,,
172,Electronics,"Appriss Holdings, Inc.  *#",Senior loan,L + 5.25,6.25,11/2020,15451,15268,1.7,15451
173,Electronics,"Appriss Holdings, Inc.",Senior loan,L + 5.25,6.25,11/2020,800,770,0.1,800
174,Electronics,"Compusearch Software Holdings, Inc.  ^",Senior loan,L + 4.25,5.25,05/2021,1308,1305,0.1,1308
175,Electronics,Diligent Corporation  *,One stop,L + 6.75,7.75,04/2022,4888,4786,0.6,4888
176,Electronics,Diligent Corporation  (4),One stop,L + 6.75,N/A  (5),04/2022,0,(2,0,0
177,Electronics,"ECI Acquisition Holdings, Inc.  *^#",One stop,L + 6.25,7.25,03/2019,21668,21467,2.5,21668
178,Electronics,"ECI Acquisition Holdings, Inc.  *",One stop,L + 6.25,7.25,03/2019,1403,1390,0.2,1403
179,Electronics,"ECI Acquisition Holdings, Inc.  (4)",One stop,L + 6.25,N/A  (5),03/2019,0,(9,0,0
180,Electronics,"Gamma Technologies, LLC  ^#",One stop,L + 5.00,6.00,06/2021,18001,17859,2.0,18001
181,Electronics,"Gamma Technologies, LLC  (4)",One stop,L + 5.00,N/A  (5),06/2021,0,(1,0,0
182,Electronics,Park Place Technologies LLC  *#,One stop,L + 5.25,6.25,06/2022,12466,12301,1.4,12466
183,Electronics,Park Place Technologies LLC,One stop,L + 5.25,6.25,06/2022,100,98,0,100
184,Electronics,"Sloan Company, Inc., The  #",One stop,L + 7.25,8.25,04/2020,7513,7411,0.8,7138
185,Electronics,"Sloan Company, Inc., The",One stop,L + 7.25,8.25,04/2020,6,5,0,4
186,Electronics,Sovos Compliance  *^,One stop,L + 7.25,8.25,03/2022,9423,9247,1.1,9234
187,Electronics,Sovos Compliance  (4),One stop,L + 7.25,N/A  (5),03/2022,0,(1,0,(1
188,Electronics,Sparta Holding Corporation  *^#,One stop,L + 5.50,6.50,07/2020,22309,22131,2.5,22309
189,Electronics,Sparta Holding Corporation  (4),One stop,L + 5.50,N/A  (5),07/2020,0,(24,0,0
190,Electronics – (continued),Electronics – (continued),One stop,,,,,,,
191,Electronics – (continued),Syncsort Incorporated  *^#,One stop,L + 5.50,6.50,11/2021,16609,16325,1.9,16609
192,Electronics – (continued),Syncsort Incorporated  (4),One stop,L + 5.50,N/A  (5),11/2021,0,(2,0,0
193,Electronics – (continued),"Systems Maintenance Services Holding, Inc.  ^",Senior loan,L + 4.00,5.00,10/2019,2603,2597,0.3,2603
194,Electronics – (continued),"Watchfire Enterprises, Inc.",Second lien,L + 8.00,9.00,10/2021,9434,9274,1.1,9434
195,Grocery,Grocery,Second lien,,,,,,,
196,Grocery,"MyWebGrocer, Inc.  *",One stop,L + 8.75,10.00,05/2017,14271,14190,1.6,14271
197,Grocery,"Teasdale Quality Foods, Inc.  #",Senior loan,L + 4.75,5.77,10/2020,726,712,0.1,735
198,Grocery,"Teasdale Quality Foods, Inc.  #",Senior loan,L + 4.75,5.77,10/2020,543,538,0.1,551
199,"Healthcare, Education and Childcare","Healthcare, Education and Childcare",Senior loan,,,,,,,
200,"Healthcare, Education and Childcare","Active Day, Inc.",One stop,L + 6.00,7.00,12/2021,13538,13216,1.5,13538
201,"Healthcare, Education and Childcare","Active Day, Inc.  (4)",One stop,L + 6.00,N/A  (5),12/2021,0,(1,0,0
202,"Healthcare, Education and Childcare","Active Day, Inc.  (4)",One stop,L + 6.00,N/A  (5),12/2021,0,(37,0,0
203,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75,6.75,05/2022,21496,20891,2.4,21496
204,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75,6.75,05/2022,109,107,0,109
205,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75,6.75,05/2022,32,32,0,32
206,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC",One stop,P + 4.75,8.25,05/2022,27,26,0,27
207,"Healthcare, Education and Childcare","ADCS Clinics Intermediate Holdings, LLC  (4)",One stop,L + 5.75,N/A  (5),05/2022,0,(4,0,0
208,"Healthcare, Education and Childcare","Agilitas USA, Inc.  ^",Senior loan,L + 4.00,5.00,10/2020,2125,2110,0.2,2040
209,"Healthcare, Education and Childcare","Aris Teleradiology Company, LLC  *",Senior loan,L + 4.75,5.75,03/2021,941,933,0.1,941
210,"Healthcare, Education and Childcare","Aris Teleradiology Company, LLC",Senior loan,L + 4.75,N/A  (5),03/2021,0,0,0,0
211,"Healthcare, Education and Childcare","Avalign Technologies, Inc.^",Senior loan,L + 4.50,5.50,07/2021,1136,1132,0.1,1136
212,"Healthcare, Education and Childcare","BIORECLAMATIONIVT, LLC  *^#",One stop,L + 6.25,7.25,01/2021,14392,14177,1.6,14392
213,"Healthcare, Education and Childcare","BIORECLAMATIONIVT, LLC  (4)",One stop,L + 6.25,N/A  (5),01/2021,0,(1,0,0
214,"Healthcare, Education and Childcare","California Cryobank, LLC  ^",One stop,L + 5.50,6.50,08/2019,1550,1542,0.2,1550
215,"Healthcare, Education and Childcare","California Cryobank, LLC",One stop,L + 5.50,6.50,08/2019,234,234,0,234
216,"Healthcare, Education and Childcare","California Cryobank, LLC  (4)",One stop,L + 5.50,N/A  (5),08/2019,0,(1,0,0
217,"Healthcare, Education and Childcare",Certara L.P.  *^#,One stop,L + 6.25,7.25,12/2018,29063,28870,3.3,29063
218,"Healthcare, Education and Childcare",Certara L.P.  (4),One stop,L + 6.25,N/A  (5),12/2018,0,(10,0,0
219,"Healthcare, Education and Childcare","CLP Healthcare Services, Inc.  ^",Senior loan,L + 5.25,6.25,12/2020,3964,3928,0.5,3964
220,"Healthcare, Education and Childcare","CPI Buyer, LLC (Cole-Parmer)  *^",Senior loan,L + 4.50,5.50,08/2021,7740,7522,0.9,7702
221,"Healthcare, Education and Childcare",Curo Health Services LLC  #,Senior loan,L + 5.50,6.50,02/2022,1970,1955,0.2,1976
222,"Healthcare, Education and Childcare","DCA Investment Holding, LLC  *^#",One stop,L + 5.25,6.25,07/2021,18968,18634,2.2,18968
223,"Healthcare, Education and Childcare","DCA Investment Holding, LLC  *^#",One stop,L + 5.25,6.25,07/2021,13604,13460,1.5,13604
224,"Healthcare, Education and Childcare","DCA Investment Holding, LLC",One stop,P + 4.25,7.75,07/2021,1340,1325,0.2,1340
225,"Healthcare, Education and Childcare",Deca Dental Management LLC  *^,One stop,L + 6.25,7.25,07/2020,4146,4100,0.5,4146
